anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2025,1,TD,enoe_2023,entidad,Tamaulipas,NA,3.39,0.344,6957
2025,2,TD,enoe_2023,entidad,Tamaulipas,NA,3.65,0.322,7298
2025,3,TD,enoe_2023,entidad,Tamaulipas,NA,3.23,0.293,7134
2025,4,TD,enoe_2023,entidad,Tamaulipas,NA,2.64,0.271,7026
2026,1,TD,enoe_2023,entidad,Tamaulipas,NA,2.67,0.265,7132
2026,2,TD,enoe_2023,entidad,Tamaulipas,NA,3.18,0.293,7144
2005,1,TD,tradicional,entidad,Tlaxcala,NA,3.88,0.289,4775
2005,2,TD,tradicional,entidad,Tlaxcala,NA,4.4,0.345,4958
2005,3,TD,tradicional,entidad,Tlaxcala,NA,4.9,0.362,5148
2005,4,TD,tradicional,entidad,Tlaxcala,NA,4.11,0.336,5169
2006,1,TD,tradicional,entidad,Tlaxcala,NA,5.82,0.381,5015
2006,2,TD,tradicional,entidad,Tlaxcala,NA,3.69,0.295,5060
2006,3,TD,tradicional,entidad,Tlaxcala,NA,5.23,0.368,5238
2006,4,TD,tradicional,entidad,Tlaxcala,NA,4.26,0.343,5162
2007,1,TD,tradicional,entidad,Tlaxcala,NA,4.95,0.34,5180
2007,2,TD,tradicional,entidad,Tlaxcala,NA,4.78,0.356,5082
2007,3,TD,tradicional,entidad,Tlaxcala,NA,5.94,0.412,5159
2007,4,TD,tradicional,entidad,Tlaxcala,NA,4.58,0.342,5038
2008,1,TD,tradicional,entidad,Tlaxcala,NA,5.52,0.378,5033
2008,2,TD,tradicional,entidad,Tlaxcala,NA,5.34,0.321,5121
2008,3,TD,tradicional,entidad,Tlaxcala,NA,6.1,0.391,5146
2008,4,TD,tradicional,entidad,Tlaxcala,NA,5.27,0.359,4885
2009,1,TD,tradicional,entidad,Tlaxcala,NA,6.12,0.386,4835
2009,2,TD,tradicional,entidad,Tlaxcala,NA,6.48,0.448,5118
2009,3,TD,tradicional,entidad,Tlaxcala,NA,7.83,0.412,5007
2009,4,TD,tradicional,entidad,Tlaxcala,NA,5.96,0.397,5023
2010,1,TD,tradicional,entidad,Tlaxcala,NA,6.67,0.483,4886
2010,2,TD,tradicional,entidad,Tlaxcala,NA,6.82,0.416,5018
2010,3,TD,tradicional,entidad,Tlaxcala,NA,6.82,0.444,5041
2010,4,TD,tradicional,entidad,Tlaxcala,NA,6.48,0.437,4807
2011,1,TD,tradicional,entidad,Tlaxcala,NA,7.37,0.437,4784
2011,2,TD,tradicional,entidad,Tlaxcala,NA,6.48,0.444,4822
2011,3,TD,tradicional,entidad,Tlaxcala,NA,6.52,0.365,5019
2011,4,TD,tradicional,entidad,Tlaxcala,NA,5.85,0.391,5011
2012,1,TD,tradicional,entidad,Tlaxcala,NA,5.86,0.395,4778
2012,2,TD,tradicional,entidad,Tlaxcala,NA,6.05,0.38,5005
2012,3,TD,tradicional,entidad,Tlaxcala,NA,5.75,0.399,5056
2012,4,TD,tradicional,entidad,Tlaxcala,NA,5.93,0.371,4897
2013,1,TD,tradicional,entidad,Tlaxcala,NA,5.69,0.397,4874
2013,2,TD,tradicional,entidad,Tlaxcala,NA,5.83,0.371,4973
2013,3,TD,tradicional,entidad,Tlaxcala,NA,6.09,0.393,5125
2013,4,TD,tradicional,entidad,Tlaxcala,NA,4.86,0.339,5069
2014,1,TD,tradicional,entidad,Tlaxcala,NA,5.4,0.357,4974
2014,2,TD,tradicional,entidad,Tlaxcala,NA,5.76,0.433,5172
2014,3,TD,tradicional,entidad,Tlaxcala,NA,5.89,0.397,5204
2014,4,TD,tradicional,entidad,Tlaxcala,NA,4.56,0.307,5176
2015,1,TD,tradicional,entidad,Tlaxcala,NA,4.95,0.338,5195
2015,2,TD,tradicional,entidad,Tlaxcala,NA,4.53,0.322,5364
2015,3,TD,tradicional,entidad,Tlaxcala,NA,4.97,0.331,5228
2015,4,TD,tradicional,entidad,Tlaxcala,NA,5.06,0.344,5367
2016,1,TD,tradicional,entidad,Tlaxcala,NA,4.4,0.313,5290
2016,2,TD,tradicional,entidad,Tlaxcala,NA,3.9,0.261,5502
2016,3,TD,tradicional,entidad,Tlaxcala,NA,4.58,0.318,5423
2016,4,TD,tradicional,entidad,Tlaxcala,NA,3.58,0.297,5384
2017,1,TD,tradicional,entidad,Tlaxcala,NA,3.55,0.275,5163
2017,2,TD,tradicional,entidad,Tlaxcala,NA,3.71,0.281,5166
2017,3,TD,tradicional,entidad,Tlaxcala,NA,4,0.32,5069
2017,4,TD,tradicional,entidad,Tlaxcala,NA,3.67,0.284,5125
2018,1,TD,tradicional,entidad,Tlaxcala,NA,3.72,0.279,5046
2018,2,TD,tradicional,entidad,Tlaxcala,NA,3.27,0.269,5206
2018,3,TD,tradicional,entidad,Tlaxcala,NA,3.79,0.29,5318
2018,4,TD,tradicional,entidad,Tlaxcala,NA,4.02,0.305,5306
2019,1,TD,tradicional,entidad,Tlaxcala,NA,3.79,0.31,5396
2019,2,TD,tradicional,entidad,Tlaxcala,NA,3.99,0.304,5503
2019,3,TD,tradicional,entidad,Tlaxcala,NA,3.62,0.271,5515
2019,4,TD,tradicional,entidad,Tlaxcala,NA,3.55,0.313,5387
2020,1,TD,tradicional,entidad,Tlaxcala,NA,4.02,0.303,5270
2020,3,TD,enoen,entidad,Tlaxcala,NA,6.42,0.57,2853
2020,4,TD,enoen,entidad,Tlaxcala,NA,5.57,0.378,4852
2021,1,TD,enoen,entidad,Tlaxcala,NA,5.86,0.505,3636
2021,2,TD,enoen,entidad,Tlaxcala,NA,5.08,0.363,5079
2021,3,TD,enoen,entidad,Tlaxcala,NA,5.49,0.36,6039
2021,4,TD,enoen,entidad,Tlaxcala,NA,4.42,0.3,5955
2022,1,TD,enoen,entidad,Tlaxcala,NA,4.39,0.327,5236
2022,2,TD,enoen,entidad,Tlaxcala,NA,3.85,0.288,5264
2022,3,TD,enoen,entidad,Tlaxcala,NA,3.78,0.258,5326
2022,4,TD,enoen,entidad,Tlaxcala,NA,3.33,0.28,5298
2023,1,TD,enoe_2023,entidad,Tlaxcala,NA,3.25,0.314,6142
2023,2,TD,enoe_2023,entidad,Tlaxcala,NA,3.41,0.281,5807
2023,3,TD,enoe_2023,entidad,Tlaxcala,NA,3.68,0.298,5697
2023,4,TD,enoe_2023,entidad,Tlaxcala,NA,3,0.233,5790
2024,1,TD,enoe_2023,entidad,Tlaxcala,NA,3.15,0.275,5741
2024,2,TD,enoe_2023,entidad,Tlaxcala,NA,2.45,0.261,5941
2024,3,TD,enoe_2023,entidad,Tlaxcala,NA,3.61,0.291,5901
2024,4,TD,enoe_2023,entidad,Tlaxcala,NA,2.56,0.241,5667
2025,1,TD,enoe_2023,entidad,Tlaxcala,NA,2.54,0.25,5608
2025,2,TD,enoe_2023,entidad,Tlaxcala,NA,2.33,0.228,5631
2025,3,TD,enoe_2023,entidad,Tlaxcala,NA,2.87,0.261,5796
2025,4,TD,enoe_2023,entidad,Tlaxcala,NA,2.81,0.242,5844
2026,1,TD,enoe_2023,entidad,Tlaxcala,NA,2.53,0.244,5585
2026,2,TD,enoe_2023,entidad,Tlaxcala,NA,3.43,0.295,5690
2005,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.24,0.4,5533
2005,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.28,0.276,5406
2005,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,1.73,0.247,5546
2005,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.23,0.244,5900
2006,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.42,0.312,6028
2006,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,1.88,0.253,6019
2006,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.19,0.249,5996
2006,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.58,0.287,6055
2007,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.12,0.302,6163
2007,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.09,0.256,6097
2007,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.32,0.297,5919
2007,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.74,0.33,6028
2008,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.02,0.337,5913
2008,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.04,0.246,5850
2008,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.73,0.337,5609
2008,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.34,0.296,5590
2009,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.63,0.272,5729
2009,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.68,0.311,5653
2009,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.4,0.346,5643
2009,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.15,0.38,5716
2010,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.14,0.341,5732
2010,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.66,0.293,5771
2010,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.71,0.393,5518
2010,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.74,0.441,5412
2011,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.98,0.372,5506
2011,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.56,0.389,5502
2011,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,5.01,0.497,5364
2011,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.22,0.345,5297
2012,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.32,0.337,5730
2012,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.41,0.347,5754
2012,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.99,0.384,5728
2012,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.47,0.286,5436
2013,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.73,0.326,5474
2013,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.61,0.34,5563
2013,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,4.2,0.456,5591
2013,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.67,0.336,5743
2014,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.52,0.334,5683
2014,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.66,0.367,5582
2014,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.89,0.377,5646
2014,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.41,0.292,5554
2015,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.49,0.352,5496
2015,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.58,0.395,5434
2015,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.72,0.337,5565
2015,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,4.1,0.354,5520
2016,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.72,0.379,5266
2016,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.61,0.392,5279
2016,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.47,0.348,5096
2016,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.48,0.398,5081
2017,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.49,0.432,5109
2017,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.53,0.428,5236
2017,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.23,0.386,5018
2017,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.92,0.471,4961
2018,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.83,0.335,5013
2018,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.26,0.491,5137
2018,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.34,0.399,5197
2018,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.74,0.393,5225
2019,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.84,0.374,5288
2019,2,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.57,0.284,5403
2019,3,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,3.55,0.347,5323
2019,4,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.86,0.315,5253
2020,1,TD,tradicional,entidad,Veracruz de Ignacio de la Llave,NA,2.68,0.324,7741
2020,3,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,2.75,0.533,3599
2020,4,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,3.42,0.481,5863
2021,1,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,2.59,0.326,5859
2021,2,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,4.21,0.558,6988
2021,3,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,3.41,0.332,7998
2021,4,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,3.3,0.43,8113
2022,1,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,2.6,0.342,7314
2022,2,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,2.93,0.361,7847
2022,3,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,3.07,0.375,7634
2022,4,TD,enoen,entidad,Veracruz de Ignacio de la Llave,NA,2.35,0.322,7691
2023,1,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.42,0.319,8525
2023,2,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.14,0.256,8110
2023,3,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.98,0.234,8080
2023,4,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.9,0.253,8201
2024,1,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.66,0.24,8161
2024,2,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.01,0.229,8074
2024,3,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.44,0.362,8073
2024,4,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.3,0.314,8002
2025,1,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.96,0.319,7779
2025,2,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.31,0.34,7954
2025,3,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.21,0.292,7735
2025,4,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.95,0.294,7781
2026,1,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,2.33,0.331,7812
2026,2,TD,enoe_2023,entidad,Veracruz de Ignacio de la Llave,NA,1.91,0.257,7795
2005,1,TD,tradicional,entidad,Yucatán,NA,2.66,0.231,4925
2005,2,TD,tradicional,entidad,Yucatán,NA,2.39,0.254,5121
2005,3,TD,tradicional,entidad,Yucatán,NA,2.69,0.264,5087
2005,4,TD,tradicional,entidad,Yucatán,NA,2.52,0.254,5132
2006,1,TD,tradicional,entidad,Yucatán,NA,2.26,0.227,5119
2006,2,TD,tradicional,entidad,Yucatán,NA,2.24,0.213,5215
2006,3,TD,tradicional,entidad,Yucatán,NA,2.64,0.245,5311
2006,4,TD,tradicional,entidad,Yucatán,NA,1.91,0.225,5262
2007,1,TD,tradicional,entidad,Yucatán,NA,1.94,0.188,5311
2007,2,TD,tradicional,entidad,Yucatán,NA,2.3,0.228,5220
2007,3,TD,tradicional,entidad,Yucatán,NA,2.91,0.236,5073
2007,4,TD,tradicional,entidad,Yucatán,NA,1.96,0.201,5239
2008,1,TD,tradicional,entidad,Yucatán,NA,2.31,0.229,5155
2008,2,TD,tradicional,entidad,Yucatán,NA,2.26,0.238,5286
2008,3,TD,tradicional,entidad,Yucatán,NA,2.52,0.242,5264
2008,4,TD,tradicional,entidad,Yucatán,NA,2.22,0.246,5247
2009,1,TD,tradicional,entidad,Yucatán,NA,2.84,0.28,5171
2009,2,TD,tradicional,entidad,Yucatán,NA,2.75,0.261,5228
2009,3,TD,tradicional,entidad,Yucatán,NA,3.46,0.278,5157
2009,4,TD,tradicional,entidad,Yucatán,NA,3.19,0.254,5167
2010,1,TD,tradicional,entidad,Yucatán,NA,2.91,0.243,5198
2010,2,TD,tradicional,entidad,Yucatán,NA,2.78,0.258,5182
2010,3,TD,tradicional,entidad,Yucatán,NA,3.57,0.267,5357
2010,4,TD,tradicional,entidad,Yucatán,NA,2.55,0.239,5045
2011,1,TD,tradicional,entidad,Yucatán,NA,2.88,0.231,5213
2011,2,TD,tradicional,entidad,Yucatán,NA,2.51,0.251,5250
2011,3,TD,tradicional,entidad,Yucatán,NA,3.08,0.291,5172
2011,4,TD,tradicional,entidad,Yucatán,NA,2.46,0.221,5255
2012,1,TD,tradicional,entidad,Yucatán,NA,2.9,0.237,5233
2012,2,TD,tradicional,entidad,Yucatán,NA,2.34,0.239,5284
2012,3,TD,tradicional,entidad,Yucatán,NA,3.71,0.261,5296
2012,4,TD,tradicional,entidad,Yucatán,NA,2.31,0.264,5122
2013,1,TD,tradicional,entidad,Yucatán,NA,3.28,0.263,5205
2013,2,TD,tradicional,entidad,Yucatán,NA,3.17,0.246,5203
2013,3,TD,tradicional,entidad,Yucatán,NA,3.42,0.297,5205
2013,4,TD,tradicional,entidad,Yucatán,NA,2.47,0.215,5409
2014,1,TD,tradicional,entidad,Yucatán,NA,2.44,0.214,5365
2014,2,TD,tradicional,entidad,Yucatán,NA,2.35,0.217,5404
2014,3,TD,tradicional,entidad,Yucatán,NA,3.29,0.245,5572
2014,4,TD,tradicional,entidad,Yucatán,NA,2.56,0.23,5467
2015,1,TD,tradicional,entidad,Yucatán,NA,2.59,0.258,5435
2015,2,TD,tradicional,entidad,Yucatán,NA,2.35,0.219,5403
2015,3,TD,tradicional,entidad,Yucatán,NA,2.89,0.24,5320
2015,4,TD,tradicional,entidad,Yucatán,NA,2.58,0.217,5324
2016,1,TD,tradicional,entidad,Yucatán,NA,2.02,0.22,5238
2016,2,TD,tradicional,entidad,Yucatán,NA,2.13,0.204,5317
2016,3,TD,tradicional,entidad,Yucatán,NA,1.98,0.214,5365
2016,4,TD,tradicional,entidad,Yucatán,NA,1.83,0.179,5473
2017,1,TD,tradicional,entidad,Yucatán,NA,2.02,0.198,5419
2017,2,TD,tradicional,entidad,Yucatán,NA,1.9,0.182,5419
2017,3,TD,tradicional,entidad,Yucatán,NA,2.53,0.245,5393
2017,4,TD,tradicional,entidad,Yucatán,NA,1.69,0.196,5464
2018,1,TD,tradicional,entidad,Yucatán,NA,2.01,0.2,5523
2018,2,TD,tradicional,entidad,Yucatán,NA,1.52,0.167,5637
2018,3,TD,tradicional,entidad,Yucatán,NA,2.08,0.207,5481
2018,4,TD,tradicional,entidad,Yucatán,NA,1.46,0.164,5601
2019,1,TD,tradicional,entidad,Yucatán,NA,1.91,0.196,5561
2019,2,TD,tradicional,entidad,Yucatán,NA,1.78,0.199,5502
2019,3,TD,tradicional,entidad,Yucatán,NA,1.97,0.197,5562
2019,4,TD,tradicional,entidad,Yucatán,NA,1.92,0.198,5530
2020,1,TD,tradicional,entidad,Yucatán,NA,1.98,0.186,5500
2020,3,TD,enoen,entidad,Yucatán,NA,3.57,0.477,2352
2020,4,TD,enoen,entidad,Yucatán,NA,2.63,0.356,3492
2021,1,TD,enoen,entidad,Yucatán,NA,2.98,0.323,3425
2021,2,TD,enoen,entidad,Yucatán,NA,2.52,0.272,4098
2021,3,TD,enoen,entidad,Yucatán,NA,2.35,0.236,4792
2021,4,TD,enoen,entidad,Yucatán,NA,2.07,0.238,4623
2022,1,TD,enoen,entidad,Yucatán,NA,2.2,0.219,5162
2022,2,TD,enoen,entidad,Yucatán,NA,1.65,0.187,5489
2022,3,TD,enoen,entidad,Yucatán,NA,2.05,0.192,5425
2022,4,TD,enoen,entidad,Yucatán,NA,1.99,0.205,5529
2023,1,TD,enoe_2023,entidad,Yucatán,NA,1.95,0.185,6247
2023,2,TD,enoe_2023,entidad,Yucatán,NA,1.58,0.173,6059
2023,3,TD,enoe_2023,entidad,Yucatán,NA,2.09,0.193,5962
2023,4,TD,enoe_2023,entidad,Yucatán,NA,1.78,0.179,6037
2024,1,TD,enoe_2023,entidad,Yucatán,NA,1.63,0.177,5832
2024,2,TD,enoe_2023,entidad,Yucatán,NA,1.75,0.2,5986
2024,3,TD,enoe_2023,entidad,Yucatán,NA,2.07,0.209,6023
2024,4,TD,enoe_2023,entidad,Yucatán,NA,1.56,0.198,5965
2025,1,TD,enoe_2023,entidad,Yucatán,NA,1.53,0.168,5947
2025,2,TD,enoe_2023,entidad,Yucatán,NA,1.94,0.212,5974
2025,3,TD,enoe_2023,entidad,Yucatán,NA,1.54,0.191,5867
2025,4,TD,enoe_2023,entidad,Yucatán,NA,1.47,0.17,5733
2026,1,TD,enoe_2023,entidad,Yucatán,NA,1.55,0.175,5624
2026,2,TD,enoe_2023,entidad,Yucatán,NA,1.71,0.178,5643
2005,1,TD,tradicional,entidad,Zacatecas,NA,3.09,0.452,4866
2005,2,TD,tradicional,entidad,Zacatecas,NA,2.4,0.316,4971
2005,3,TD,tradicional,entidad,Zacatecas,NA,3.49,0.398,5011
2005,4,TD,tradicional,entidad,Zacatecas,NA,2.28,0.274,5053
2006,1,TD,tradicional,entidad,Zacatecas,NA,3.73,0.414,5067
2006,2,TD,tradicional,entidad,Zacatecas,NA,2.99,0.315,5148
2006,3,TD,tradicional,entidad,Zacatecas,NA,4.17,0.397,5318
2006,4,TD,tradicional,entidad,Zacatecas,NA,3.95,0.469,5524
2007,1,TD,tradicional,entidad,Zacatecas,NA,4.65,0.417,5357
2007,2,TD,tradicional,entidad,Zacatecas,NA,4.15,0.465,5404
2007,3,TD,tradicional,entidad,Zacatecas,NA,3.52,0.41,5423
2007,4,TD,tradicional,entidad,Zacatecas,NA,3.47,0.378,5503
2008,1,TD,tradicional,entidad,Zacatecas,NA,4.06,0.416,5188
2008,2,TD,tradicional,entidad,Zacatecas,NA,3.94,0.471,5384
2008,3,TD,tradicional,entidad,Zacatecas,NA,3.95,0.417,5360
2008,4,TD,tradicional,entidad,Zacatecas,NA,2.96,0.51,5371
2009,1,TD,tradicional,entidad,Zacatecas,NA,4.6,0.529,5087
2009,2,TD,tradicional,entidad,Zacatecas,NA,3.96,0.4,5207
2009,3,TD,tradicional,entidad,Zacatecas,NA,6.03,0.711,5356
2009,4,TD,tradicional,entidad,Zacatecas,NA,4.65,0.486,5473
2010,1,TD,tradicional,entidad,Zacatecas,NA,5.9,0.507,5285
2010,2,TD,tradicional,entidad,Zacatecas,NA,5.05,0.533,5448
2010,3,TD,tradicional,entidad,Zacatecas,NA,4.21,0.429,5410
2010,4,TD,tradicional,entidad,Zacatecas,NA,5.15,0.482,5408
2011,1,TD,tradicional,entidad,Zacatecas,NA,6.85,0.598,5168
2011,2,TD,tradicional,entidad,Zacatecas,NA,6.43,0.52,5274
2011,3,TD,tradicional,entidad,Zacatecas,NA,7.11,0.681,5498
2011,4,TD,tradicional,entidad,Zacatecas,NA,6.12,0.503,5473
2012,1,TD,tradicional,entidad,Zacatecas,NA,6.54,0.61,5375
2012,2,TD,tradicional,entidad,Zacatecas,NA,4.97,0.512,5649
2012,3,TD,tradicional,entidad,Zacatecas,NA,5.12,0.574,5653
2012,4,TD,tradicional,entidad,Zacatecas,NA,5.42,0.494,5336
2013,1,TD,tradicional,entidad,Zacatecas,NA,5.43,0.555,5043
2013,2,TD,tradicional,entidad,Zacatecas,NA,4.84,0.441,5246
2013,3,TD,tradicional,entidad,Zacatecas,NA,4.62,0.457,5299
2013,4,TD,tradicional,entidad,Zacatecas,NA,3.98,0.394,5309
2014,1,TD,tradicional,entidad,Zacatecas,NA,5.44,0.436,5213
2014,2,TD,tradicional,entidad,Zacatecas,NA,4.75,0.418,5370
2014,3,TD,tradicional,entidad,Zacatecas,NA,4.54,0.391,5447
2014,4,TD,tradicional,entidad,Zacatecas,NA,4.28,0.363,5562
2015,1,TD,tradicional,entidad,Zacatecas,NA,3.79,0.354,5294
2015,2,TD,tradicional,entidad,Zacatecas,NA,2.81,0.341,5451
2015,3,TD,tradicional,entidad,Zacatecas,NA,3.76,0.353,5451
2015,4,TD,tradicional,entidad,Zacatecas,NA,3.94,0.41,5385
2016,1,TD,tradicional,entidad,Zacatecas,NA,3.39,0.353,5164
2016,2,TD,tradicional,entidad,Zacatecas,NA,2.99,0.277,5322
2016,3,TD,tradicional,entidad,Zacatecas,NA,2.93,0.339,5359
2016,4,TD,tradicional,entidad,Zacatecas,NA,2.03,0.232,5313
2017,1,TD,tradicional,entidad,Zacatecas,NA,2.84,0.306,5214
2017,2,TD,tradicional,entidad,Zacatecas,NA,2.93,0.319,5402
2017,3,TD,tradicional,entidad,Zacatecas,NA,2.64,0.286,5227
2017,4,TD,tradicional,entidad,Zacatecas,NA,2.6,0.357,5278
2018,1,TD,tradicional,entidad,Zacatecas,NA,3.61,0.389,5027
2018,2,TD,tradicional,entidad,Zacatecas,NA,2.54,0.431,5156
2018,3,TD,tradicional,entidad,Zacatecas,NA,3.02,0.315,5124
2018,4,TD,tradicional,entidad,Zacatecas,NA,2.45,0.328,5168
2019,1,TD,tradicional,entidad,Zacatecas,NA,3.18,0.35,5052
2019,2,TD,tradicional,entidad,Zacatecas,NA,3.21,0.315,5272
2019,3,TD,tradicional,entidad,Zacatecas,NA,3.33,0.356,5377
2019,4,TD,tradicional,entidad,Zacatecas,NA,2.53,0.279,5319
2020,1,TD,tradicional,entidad,Zacatecas,NA,3.32,0.332,5166
2020,3,TD,enoen,entidad,Zacatecas,NA,3.9,0.59,3126
2020,4,TD,enoen,entidad,Zacatecas,NA,4.11,0.355,5166
2021,1,TD,enoen,entidad,Zacatecas,NA,3.9,0.371,5006
2021,2,TD,enoen,entidad,Zacatecas,NA,3.6,0.385,5013
2021,3,TD,enoen,entidad,Zacatecas,NA,3.77,0.382,5749
2021,4,TD,enoen,entidad,Zacatecas,NA,2.75,0.33,5716
2022,1,TD,enoen,entidad,Zacatecas,NA,2.79,0.315,5138
2022,2,TD,enoen,entidad,Zacatecas,NA,3.3,0.317,5208
2022,3,TD,enoen,entidad,Zacatecas,NA,2.74,0.302,4975
2022,4,TD,enoen,entidad,Zacatecas,NA,2.36,0.287,4872
2023,1,TD,enoe_2023,entidad,Zacatecas,NA,3.37,0.354,5512
2023,2,TD,enoe_2023,entidad,Zacatecas,NA,2.94,0.322,5396
2023,3,TD,enoe_2023,entidad,Zacatecas,NA,2.36,0.236,5340
2023,4,TD,enoe_2023,entidad,Zacatecas,NA,2.82,0.293,5191
2024,1,TD,enoe_2023,entidad,Zacatecas,NA,2.72,0.255,5138
2024,2,TD,enoe_2023,entidad,Zacatecas,NA,2.87,0.331,5246
2024,3,TD,enoe_2023,entidad,Zacatecas,NA,2.55,0.284,5378
2024,4,TD,enoe_2023,entidad,Zacatecas,NA,2.69,0.362,5010
2025,1,TD,enoe_2023,entidad,Zacatecas,NA,2.88,0.375,4952
2025,2,TD,enoe_2023,entidad,Zacatecas,NA,1.97,0.255,5089
