anio,trimestre,indicador,tipo,valor
2010,4,TOSI1,tendencia_ciclo,28.02
2011,1,TOSI1,tendencia_ciclo,28.25
2011,2,TOSI1,tendencia_ciclo,28.46
2011,3,TOSI1,tendencia_ciclo,28.66
2011,4,TOSI1,tendencia_ciclo,28.78
2012,1,TOSI1,tendencia_ciclo,28.83
2012,2,TOSI1,tendencia_ciclo,28.99
2012,3,TOSI1,tendencia_ciclo,29.09
2012,4,TOSI1,tendencia_ciclo,28.88
2013,1,TOSI1,tendencia_ciclo,28.64
2013,2,TOSI1,tendencia_ciclo,28.48
2013,3,TOSI1,tendencia_ciclo,28.16
2013,4,TOSI1,tendencia_ciclo,27.88
2014,1,TOSI1,tendencia_ciclo,27.63
2014,2,TOSI1,tendencia_ciclo,27.33
2014,3,TOSI1,tendencia_ciclo,27.22
2014,4,TOSI1,tendencia_ciclo,27.25
2015,1,TOSI1,tendencia_ciclo,27.2
2015,2,TOSI1,tendencia_ciclo,27.25
2015,3,TOSI1,tendencia_ciclo,27.43
2015,4,TOSI1,tendencia_ciclo,27.36
2016,1,TOSI1,tendencia_ciclo,27.13
2016,2,TOSI1,tendencia_ciclo,27.05
2016,3,TOSI1,tendencia_ciclo,27.13
2016,4,TOSI1,tendencia_ciclo,27.21
2017,1,TOSI1,tendencia_ciclo,27.18
2017,2,TOSI1,tendencia_ciclo,26.94
2017,3,TOSI1,tendencia_ciclo,26.73
2017,4,TOSI1,tendencia_ciclo,26.89
2018,1,TOSI1,tendencia_ciclo,27.18
2018,2,TOSI1,tendencia_ciclo,27.36
2018,3,TOSI1,tendencia_ciclo,27.44
2018,4,TOSI1,tendencia_ciclo,27.54
2019,1,TOSI1,tendencia_ciclo,27.68
2019,2,TOSI1,tendencia_ciclo,27.75
2019,3,TOSI1,tendencia_ciclo,27.63
2019,4,TOSI1,tendencia_ciclo,27.5
2020,1,TOSI1,tendencia_ciclo,27.47
2020,3,TOSI1,tendencia_ciclo,27.71
2020,4,TOSI1,tendencia_ciclo,27.83
2021,1,TOSI1,tendencia_ciclo,28.08
2021,2,TOSI1,tendencia_ciclo,28.45
2021,3,TOSI1,tendencia_ciclo,28.74
2021,4,TOSI1,tendencia_ciclo,28.79
2022,1,TOSI1,tendencia_ciclo,28.68
2022,2,TOSI1,tendencia_ciclo,28.45
2022,3,TOSI1,tendencia_ciclo,28.22
2022,4,TOSI1,tendencia_ciclo,28.15
2023,1,TOSI1,tendencia_ciclo,28.21
2023,2,TOSI1,tendencia_ciclo,28.24
2023,3,TOSI1,tendencia_ciclo,28.25
2023,4,TOSI1,tendencia_ciclo,28.17
2024,1,TOSI1,tendencia_ciclo,28.02
2024,2,TOSI1,tendencia_ciclo,27.99
2024,3,TOSI1,tendencia_ciclo,28.19
2024,4,TOSI1,tendencia_ciclo,28.54
2025,1,TOSI1,tendencia_ciclo,28.85
2025,2,TOSI1,tendencia_ciclo,29.06
2025,3,TOSI1,tendencia_ciclo,29.3
2025,4,TOSI1,tendencia_ciclo,29.47
2026,1,TOSI1,tendencia_ciclo,29.72
2026,2,TOSI1,tendencia_ciclo,30.09
2005,1,TPEA,desestacionalizada,59.19
2005,2,TPEA,desestacionalizada,58.98
2005,3,TPEA,desestacionalizada,59.41
2005,4,TPEA,desestacionalizada,59.5
2006,1,TPEA,desestacionalizada,59.87
2006,2,TPEA,desestacionalizada,59.91
2006,3,TPEA,desestacionalizada,60.23
2006,4,TPEA,desestacionalizada,60.31
2007,1,TPEA,desestacionalizada,60.06
2007,2,TPEA,desestacionalizada,59.97
2007,3,TPEA,desestacionalizada,59.62
2007,4,TPEA,desestacionalizada,60.69
2008,1,TPEA,desestacionalizada,60.36
2008,2,TPEA,desestacionalizada,60.32
2008,3,TPEA,desestacionalizada,59.81
2008,4,TPEA,desestacionalizada,59.24
2009,1,TPEA,desestacionalizada,59.63
2009,2,TPEA,desestacionalizada,59.28
2009,3,TPEA,desestacionalizada,60.34
2009,4,TPEA,desestacionalizada,60.35
2010,1,TPEA,desestacionalizada,59.9
2010,2,TPEA,desestacionalizada,60.19
2010,3,TPEA,desestacionalizada,59.9
2010,4,TPEA,desestacionalizada,58.79
2011,1,TPEA,desestacionalizada,59.36
2011,2,TPEA,desestacionalizada,59.48
2011,3,TPEA,desestacionalizada,59.86
2011,4,TPEA,desestacionalizada,60.48
2012,1,TPEA,desestacionalizada,60.3
2012,2,TPEA,desestacionalizada,60.72
2012,3,TPEA,desestacionalizada,60.82
2012,4,TPEA,desestacionalizada,59.97
2013,1,TPEA,desestacionalizada,60.01
2013,2,TPEA,desestacionalizada,60.4
2013,3,TPEA,desestacionalizada,60.24
2013,4,TPEA,desestacionalizada,60.7
2014,1,TPEA,desestacionalizada,60.36
2014,2,TPEA,desestacionalizada,59.82
2014,3,TPEA,desestacionalizada,59.69
2014,4,TPEA,desestacionalizada,59.45
2015,1,TPEA,desestacionalizada,59.73
2015,2,TPEA,desestacionalizada,59.65
2015,3,TPEA,desestacionalizada,59.71
2015,4,TPEA,desestacionalizada,60.37
2016,1,TPEA,desestacionalizada,59.74
2016,2,TPEA,desestacionalizada,59.64
2016,3,TPEA,desestacionalizada,59.98
2016,4,TPEA,desestacionalizada,59.68
2017,1,TPEA,desestacionalizada,59.74
2017,2,TPEA,desestacionalizada,59.35
2017,3,TPEA,desestacionalizada,59.24
2017,4,TPEA,desestacionalizada,59.4
2018,1,TPEA,desestacionalizada,59.45
2018,2,TPEA,desestacionalizada,59.77
2018,3,TPEA,desestacionalizada,59.67
2018,4,TPEA,desestacionalizada,59.65
2019,1,TPEA,desestacionalizada,59.97
2019,2,TPEA,desestacionalizada,60.15
2019,3,TPEA,desestacionalizada,60.29
2019,4,TPEA,desestacionalizada,60.32
2020,1,TPEA,desestacionalizada,60.35
2020,3,TPEA,desestacionalizada,55.46
2020,4,TPEA,desestacionalizada,57.43
2021,1,TPEA,desestacionalizada,57.54
2021,2,TPEA,desestacionalizada,58.96
2021,3,TPEA,desestacionalizada,59.27
2021,4,TPEA,desestacionalizada,59.5
2022,1,TPEA,desestacionalizada,59.13
2022,2,TPEA,desestacionalizada,59.85
2022,3,TPEA,desestacionalizada,59.77
2022,4,TPEA,desestacionalizada,60.27
2023,1,TPEA,desestacionalizada,60.63
2023,2,TPEA,desestacionalizada,60.15
2023,3,TPEA,desestacionalizada,60.44
2023,4,TPEA,desestacionalizada,60.39
2024,1,TPEA,desestacionalizada,60.36
2024,2,TPEA,desestacionalizada,60.22
2024,3,TPEA,desestacionalizada,60.17
2024,4,TPEA,desestacionalizada,59.77
2025,1,TPEA,desestacionalizada,59.53
2025,2,TPEA,desestacionalizada,59.48
2025,3,TPEA,desestacionalizada,59.25
2025,4,TPEA,desestacionalizada,59.17
2026,1,TPEA,desestacionalizada,59.11
2026,2,TPEA,desestacionalizada,59.09
2005,1,TPEA,tendencia_ciclo,59.07
2005,2,TPEA,tendencia_ciclo,59.13
2005,3,TPEA,tendencia_ciclo,59.29
2005,4,TPEA,tendencia_ciclo,59.59
2006,1,TPEA,tendencia_ciclo,59.78
2006,2,TPEA,tendencia_ciclo,59.99
2006,3,TPEA,tendencia_ciclo,60.2
2006,4,TPEA,tendencia_ciclo,60.27
2007,1,TPEA,tendencia_ciclo,60.1
2007,2,TPEA,tendencia_ciclo,59.94
2007,3,TPEA,tendencia_ciclo,60.08
2007,4,TPEA,tendencia_ciclo,60.33
2008,1,TPEA,tendencia_ciclo,60.44
2008,2,TPEA,tendencia_ciclo,60.25
2008,3,TPEA,tendencia_ciclo,59.76
2008,4,TPEA,tendencia_ciclo,59.44
2009,1,TPEA,tendencia_ciclo,59.42
2009,2,TPEA,tendencia_ciclo,59.34
2009,3,TPEA,tendencia_ciclo,59.44
2009,4,TPEA,tendencia_ciclo,59.77
2010,1,TPEA,tendencia_ciclo,59.98
2010,2,TPEA,tendencia_ciclo,60.04
2010,3,TPEA,tendencia_ciclo,59.82
2010,4,TPEA,tendencia_ciclo,59.38
2011,1,TPEA,tendencia_ciclo,59.28
2011,2,TPEA,tendencia_ciclo,59.5
2011,3,TPEA,tendencia_ciclo,59.93
2011,4,TPEA,tendencia_ciclo,60.3
2012,1,TPEA,tendencia_ciclo,60.47
2012,2,TPEA,tendencia_ciclo,60.7
2012,3,TPEA,tendencia_ciclo,60.64
2012,4,TPEA,tendencia_ciclo,60.15
2013,1,TPEA,tendencia_ciclo,60.04
2013,2,TPEA,tendencia_ciclo,60.25
2013,3,TPEA,tendencia_ciclo,60.43
2013,4,TPEA,tendencia_ciclo,60.55
2014,1,TPEA,tendencia_ciclo,60.36
2014,2,TPEA,tendencia_ciclo,59.9
2014,3,TPEA,tendencia_ciclo,59.6
2014,4,TPEA,tendencia_ciclo,59.56
2015,1,TPEA,tendencia_ciclo,59.63
2015,2,TPEA,tendencia_ciclo,59.69
2015,3,TPEA,tendencia_ciclo,59.77
2015,4,TPEA,tendencia_ciclo,59.88
2016,1,TPEA,tendencia_ciclo,59.77
2016,2,TPEA,tendencia_ciclo,59.73
2016,3,TPEA,tendencia_ciclo,59.82
2016,4,TPEA,tendencia_ciclo,59.8
2017,1,TPEA,tendencia_ciclo,59.62
2017,2,TPEA,tendencia_ciclo,59.4
2017,3,TPEA,tendencia_ciclo,59.27
2017,4,TPEA,tendencia_ciclo,59.35
2018,1,TPEA,tendencia_ciclo,59.53
2018,2,TPEA,tendencia_ciclo,59.69
2018,3,TPEA,tendencia_ciclo,59.69
2018,4,TPEA,tendencia_ciclo,59.71
2019,1,TPEA,tendencia_ciclo,59.93
2019,2,TPEA,tendencia_ciclo,60.17
2019,3,TPEA,tendencia_ciclo,60.28
2019,4,TPEA,tendencia_ciclo,60.3
2020,1,TPEA,tendencia_ciclo,60.44
2020,3,TPEA,tendencia_ciclo,57.32
2020,4,TPEA,tendencia_ciclo,57.42
2021,1,TPEA,tendencia_ciclo,57.48
2021,2,TPEA,tendencia_ciclo,59.04
2021,3,TPEA,tendencia_ciclo,59.25
2021,4,TPEA,tendencia_ciclo,59.43
2022,1,TPEA,tendencia_ciclo,59.54
2022,2,TPEA,tendencia_ciclo,59.67
2022,3,TPEA,tendencia_ciclo,59.89
2022,4,TPEA,tendencia_ciclo,60.26
2023,1,TPEA,tendencia_ciclo,60.5
2023,2,TPEA,tendencia_ciclo,60.42
2023,3,TPEA,tendencia_ciclo,60.37
2023,4,TPEA,tendencia_ciclo,60.41
2024,1,TPEA,tendencia_ciclo,60.33
2024,2,TPEA,tendencia_ciclo,60.27
2024,3,TPEA,tendencia_ciclo,60.1
2024,4,TPEA,tendencia_ciclo,59.81
2025,1,TPEA,tendencia_ciclo,59.56
2025,2,TPEA,tendencia_ciclo,59.43
2025,3,TPEA,tendencia_ciclo,59.28
2025,4,TPEA,tendencia_ciclo,59.16
2026,1,TPEA,tendencia_ciclo,59.12
2026,2,TPEA,tendencia_ciclo,59.09
2005,1,TSUB,desestacionalizada,8.75
2005,2,TSUB,desestacionalizada,7.59
2005,3,TSUB,desestacionalizada,7.21
2005,4,TSUB,desestacionalizada,6.58
2006,1,TSUB,desestacionalizada,6.08
2006,2,TSUB,desestacionalizada,6.07
2006,3,TSUB,desestacionalizada,8.16
2006,4,TSUB,desestacionalizada,7.27
2007,1,TSUB,desestacionalizada,7.65
2007,2,TSUB,desestacionalizada,6.96
2007,3,TSUB,desestacionalizada,6.89
2007,4,TSUB,desestacionalizada,7.39
2008,1,TSUB,desestacionalizada,6.54
2008,2,TSUB,desestacionalizada,6.86
2008,3,TSUB,desestacionalizada,6.77
2008,4,TSUB,desestacionalizada,7.39
2009,1,TSUB,desestacionalizada,7.89
2009,2,TSUB,desestacionalizada,11.09
2009,3,TSUB,desestacionalizada,8.71
2009,4,TSUB,desestacionalizada,9.06
2010,1,TSUB,desestacionalizada,9.34
2010,2,TSUB,desestacionalizada,8.89
2010,3,TSUB,desestacionalizada,8.54
2010,4,TSUB,desestacionalizada,7.82
2011,1,TSUB,desestacionalizada,8.09
2011,2,TSUB,desestacionalizada,8.25
2011,3,TSUB,desestacionalizada,8.79
2011,4,TSUB,desestacionalizada,9.15
2012,1,TSUB,desestacionalizada,8.52
2012,2,TSUB,desestacionalizada,8.81
2012,3,TSUB,desestacionalizada,8.57
2012,4,TSUB,desestacionalizada,8.2
2013,1,TSUB,desestacionalizada,8.18
2013,2,TSUB,desestacionalizada,8.47
2013,3,TSUB,desestacionalizada,8.35
2013,4,TSUB,desestacionalizada,8.36
2014,1,TSUB,desestacionalizada,8.35
2014,2,TSUB,desestacionalizada,8.06
2014,3,TSUB,desestacionalizada,7.97
2014,4,TSUB,desestacionalizada,8.09
2015,1,TSUB,desestacionalizada,8.12
2015,2,TSUB,desestacionalizada,8.18
2015,3,TSUB,desestacionalizada,8.38
2015,4,TSUB,desestacionalizada,8.67
2016,1,TSUB,desestacionalizada,8.01
2016,2,TSUB,desestacionalizada,7.72
2016,3,TSUB,desestacionalizada,7.55
2016,4,TSUB,desestacionalizada,7.16
2017,1,TSUB,desestacionalizada,7.26
2017,2,TSUB,desestacionalizada,7.02
2017,3,TSUB,desestacionalizada,6.79
2017,4,TSUB,desestacionalizada,6.94
2018,1,TSUB,desestacionalizada,6.87
2018,2,TSUB,desestacionalizada,6.85
2018,3,TSUB,desestacionalizada,6.76
2018,4,TSUB,desestacionalizada,6.89
2019,1,TSUB,desestacionalizada,6.96
2019,2,TSUB,desestacionalizada,7.45
2019,3,TSUB,desestacionalizada,7.5
2019,4,TSUB,desestacionalizada,7.82
2020,1,TSUB,desestacionalizada,8.69
2020,3,TSUB,desestacionalizada,16.64
2020,4,TSUB,desestacionalizada,15.35
2021,1,TSUB,desestacionalizada,14.18
2021,2,TSUB,desestacionalizada,13.07
2021,3,TSUB,desestacionalizada,12.61
2021,4,TSUB,desestacionalizada,10.72
2022,1,TSUB,desestacionalizada,9.37
2022,2,TSUB,desestacionalizada,8.67
2022,3,TSUB,desestacionalizada,7.74
2022,4,TSUB,desestacionalizada,7.51
2023,1,TSUB,desestacionalizada,7.72
2023,2,TSUB,desestacionalizada,7.86
2023,3,TSUB,desestacionalizada,7.67
2023,4,TSUB,desestacionalizada,7.81
2024,1,TSUB,desestacionalizada,7.21
2024,2,TSUB,desestacionalizada,7.25
2024,3,TSUB,desestacionalizada,7.75
2024,4,TSUB,desestacionalizada,8.18
2025,1,TSUB,desestacionalizada,7.04
2025,2,TSUB,desestacionalizada,7.13
2025,3,TSUB,desestacionalizada,6.95
2025,4,TSUB,desestacionalizada,6.88
2026,1,TSUB,desestacionalizada,7.01
2026,2,TSUB,desestacionalizada,6.82
2005,1,TSUB,tendencia_ciclo,8.61
2005,2,TSUB,tendencia_ciclo,7.77
2005,3,TSUB,tendencia_ciclo,7.11
2005,4,TSUB,tendencia_ciclo,6.58
2006,1,TSUB,tendencia_ciclo,6.16
2006,2,TSUB,tendencia_ciclo,6.02
2006,3,TSUB,tendencia_ciclo,8.07
2006,4,TSUB,tendencia_ciclo,7.69
2007,1,TSUB,tendencia_ciclo,7.38
2007,2,TSUB,tendencia_ciclo,7.07
2007,3,TSUB,tendencia_ciclo,6.97
2007,4,TSUB,tendencia_ciclo,6.96
2008,1,TSUB,tendencia_ciclo,6.8
2008,2,TSUB,tendencia_ciclo,6.68
2008,3,TSUB,tendencia_ciclo,6.91
2008,4,TSUB,tendencia_ciclo,7.31
2009,1,TSUB,tendencia_ciclo,7.94
2009,2,TSUB,tendencia_ciclo,8.42
2009,3,TSUB,tendencia_ciclo,8.76
2009,4,TSUB,tendencia_ciclo,9.09
2010,1,TSUB,tendencia_ciclo,9.23
2010,2,TSUB,tendencia_ciclo,8.98
2010,3,TSUB,tendencia_ciclo,8.41
2010,4,TSUB,tendencia_ciclo,8.01
2011,1,TSUB,tendencia_ciclo,7.98
2011,2,TSUB,tendencia_ciclo,8.33
2011,3,TSUB,tendencia_ciclo,8.78
2011,4,TSUB,tendencia_ciclo,9.06
2012,1,TSUB,tendencia_ciclo,8.98
2012,2,TSUB,tendencia_ciclo,8.78
2012,3,TSUB,tendencia_ciclo,8.53
2012,4,TSUB,tendencia_ciclo,8.24
2013,1,TSUB,tendencia_ciclo,8.23
2013,2,TSUB,tendencia_ciclo,8.38
2013,3,TSUB,tendencia_ciclo,8.4
2013,4,TSUB,tendencia_ciclo,8.37
2014,1,TSUB,tendencia_ciclo,8.3
2014,2,TSUB,tendencia_ciclo,8.09
2014,3,TSUB,tendencia_ciclo,7.99
2014,4,TSUB,tendencia_ciclo,8.06
2015,1,TSUB,tendencia_ciclo,8.12
2015,2,TSUB,tendencia_ciclo,8.22
2015,3,TSUB,tendencia_ciclo,8.37
2015,4,TSUB,tendencia_ciclo,8.34
2016,1,TSUB,tendencia_ciclo,8.04
2016,2,TSUB,tendencia_ciclo,7.74
2016,3,TSUB,tendencia_ciclo,7.5
2016,4,TSUB,tendencia_ciclo,7.32
2017,1,TSUB,tendencia_ciclo,7.2
2017,2,TSUB,tendencia_ciclo,7.01
2017,3,TSUB,tendencia_ciclo,6.86
2017,4,TSUB,tendencia_ciclo,6.88
2018,1,TSUB,tendencia_ciclo,6.9
2018,2,TSUB,tendencia_ciclo,6.82
2018,3,TSUB,tendencia_ciclo,6.8
2018,4,TSUB,tendencia_ciclo,6.83
2019,1,TSUB,tendencia_ciclo,7.06
2019,2,TSUB,tendencia_ciclo,7.33
2019,3,TSUB,tendencia_ciclo,7.53
2019,4,TSUB,tendencia_ciclo,7.95
2020,1,TSUB,tendencia_ciclo,8.48
2020,3,TSUB,tendencia_ciclo,16.49
2020,4,TSUB,tendencia_ciclo,15.44
2021,1,TSUB,tendencia_ciclo,14.16
2021,2,TSUB,tendencia_ciclo,13.13
2021,3,TSUB,tendencia_ciclo,12.06
2021,4,TSUB,tendencia_ciclo,10.72
2022,1,TSUB,tendencia_ciclo,9.48
2022,2,TSUB,tendencia_ciclo,8.54
2022,3,TSUB,tendencia_ciclo,7.83
2022,4,TSUB,tendencia_ciclo,7.53
2023,1,TSUB,tendencia_ciclo,7.7
2023,2,TSUB,tendencia_ciclo,7.8
2023,3,TSUB,tendencia_ciclo,7.79
2023,4,TSUB,tendencia_ciclo,7.62
2024,1,TSUB,tendencia_ciclo,7.32
2024,2,TSUB,tendencia_ciclo,7.31
2024,3,TSUB,tendencia_ciclo,7.68
2024,4,TSUB,tendencia_ciclo,7.72
2025,1,TSUB,tendencia_ciclo,7.41
2025,2,TSUB,tendencia_ciclo,7.12
2025,3,TSUB,tendencia_ciclo,6.95
2025,4,TSUB,tendencia_ciclo,6.93
2026,1,TSUB,tendencia_ciclo,6.96
2026,2,TSUB,tendencia_ciclo,6.8
