cvegeo,entidad,municipio,aguinaldo,vacaciones,servicio_medico,incap_sueldo,sar_afore,credito_vivienda,utilidades,p_aguinaldo,p_vacaciones,p_servicio_medico,p_incap_sueldo,p_sar_afore,p_credito_vivienda,p_utilidades
20195,Oaxaca,San Juan Diuxi,0.077,0.026,0.038,0.038,0.038,0,0.026,0,0,0,0,0,0,0
20196,Oaxaca,San Juan Evangelista Analco,0.174,0.13,0.159,0.116,0.159,0.174,0.072,0,0,0,0,0,0,0
20197,Oaxaca,San Juan Guelavía,0.141,0.109,0.117,0.081,0.07,0.046,0.032,1,1,1,1,1,0,0
20198,Oaxaca,San Juan Guichicovi,0.262,0.195,0.194,0.141,0.123,0.109,0.07,1,1,1,1,1,1,1
20199,Oaxaca,San Juan Ihualtepec,0.125,0.125,0.125,0.083,0.083,0.042,0.042,0,0,0,0,0,0,0
20200,Oaxaca,San Juan Juquila Mixes,0.159,0.09,0.164,0.1,0.131,0.051,0.069,0,0,0,0,0,0,0
20201,Oaxaca,San Juan Juquila Vijanos,0.081,0.073,0.064,0.043,0.048,0.03,0.013,0,0,0,0,0,0,0
20202,Oaxaca,San Juan Lachao,0.17,0.096,0.085,0.062,0.052,0.04,0.029,1,0,0,0,0,0,0
20203,Oaxaca,San Juan Lachigalla,0.039,0.019,0.052,0.013,0.019,0.006,0.019,0,0,0,0,0,0,0
20204,Oaxaca,San Juan Lajarcia,0.3,0.267,0.267,0.167,0.267,0.133,0.1,0,0,0,0,0,0,0
20205,Oaxaca,San Juan Lalana,0.111,0.068,0.074,0.04,0.049,0.029,0.01,1,0,0,0,0,0,0
20206,Oaxaca,San Juan de los Cués,0.178,0.136,0.139,0.11,0.115,0.092,0.05,1,0,0,0,0,0,0
20207,Oaxaca,San Juan Mazatlán,0.068,0.042,0.048,0.035,0.039,0.022,0.026,1,0,0,0,0,0,0
20208,Oaxaca,San Juan Mixtepec,0.134,0.118,0.113,0.045,0.082,0.037,0.043,0,0,0,0,0,0,0
20209,Oaxaca,San Juan Mixtepec,0.019,0,0.038,0,0,0,0,0,0,0,0,0,0,0
20210,Oaxaca,San Juan Ñumí,0.131,0.078,0.126,0.054,0.051,0.029,0.027,0,0,0,0,0,0,0
20211,Oaxaca,San Juan Ozolotepec,0.08,0.126,0.113,0.113,0.053,0.04,0.02,0,0,0,0,0,0,0
20212,Oaxaca,San Juan Petlapa,0.238,0.155,0.179,0.06,0.071,0.048,0.071,0,0,0,0,0,0,0
20213,Oaxaca,San Juan Quiahije,0.298,0.086,0.111,0.082,0.067,0.024,0.058,0,0,0,0,0,0,0
20214,Oaxaca,San Juan Quiotepec,0.113,0.113,0.084,0.063,0.049,0.035,0.014,0,0,0,0,0,0,0
20215,Oaxaca,San Juan Sayultepec,0.364,0.301,0.335,0.283,0.254,0.231,0.11,1,1,1,1,0,0,0
20216,Oaxaca,San Juan Tabaá,0.156,0.122,0.122,0.087,0.078,0.061,0.035,0,0,0,0,0,0,0
20217,Oaxaca,San Juan Tamazola,0.098,0.086,0.086,0.055,0.068,0.037,0.031,0,0,0,0,0,0,0
20218,Oaxaca,San Juan Teita,0.038,0.038,0.038,0.038,0.038,0,0.038,0,0,0,0,0,0,0
20219,Oaxaca,San Juan Teitipac,0.137,0.101,0.109,0.092,0.071,0.056,0.058,0,0,0,0,0,0,0
20220,Oaxaca,San Juan Tepeuxila,0.042,0.016,0.042,0.021,0.01,0.005,0.005,0,0,0,0,0,0,0
20221,Oaxaca,San Juan Teposcolula,0.186,0.182,0.186,0.169,0.149,0.132,0.078,0,0,0,0,0,0,0
20222,Oaxaca,San Juan Yaeé,0.106,0.097,0.115,0.071,0.106,0.026,0.035,0,0,0,0,0,0,0
20223,Oaxaca,San Juan Yatzona,1,0.667,1,0.333,0,0,0,0,0,0,0,0,0,0
20224,Oaxaca,San Juan Yucuita,0.328,0.312,0.28,0.248,0.224,0.136,0.12,0,1,0,0,0,0,0
20225,Oaxaca,San Lorenzo,0.139,0.106,0.124,0.074,0.064,0.058,0.02,0,0,0,0,0,0,0
20226,Oaxaca,San Lorenzo Albarradas,0.125,0.058,0.09,0.072,0.065,0.049,0.018,1,0,0,0,0,0,0
20227,Oaxaca,San Lorenzo Cacaotepec,0.563,0.494,0.491,0.43,0.402,0.368,0.305,1,1,1,1,1,1,1
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,0.049,0.049,0.037,0.037,0.049,0,0.012,0,0,0,0,0,0,0
20229,Oaxaca,San Lorenzo Texmelúcan,0.034,0.044,0.047,0.021,0.021,0.008,0.01,0,0,0,0,0,0,0
20230,Oaxaca,San Lorenzo Victoria,0.024,0.008,0.008,0.008,0.016,0.008,0,0,0,0,0,0,0,0
20231,Oaxaca,San Lucas Camotlán,0.106,0.036,0.115,0.015,0.063,0.003,0.003,0,0,0,0,0,0,0
20232,Oaxaca,San Lucas Ojitlán,0.267,0.17,0.177,0.128,0.146,0.105,0.075,1,1,1,1,1,1,0
20233,Oaxaca,San Lucas Quiaviní,0.076,0.03,0.03,0.036,0.02,0.007,0.013,0,0,0,0,0,0,0
20234,Oaxaca,San Lucas Zoquiápam,0.107,0.085,0.087,0.037,0.057,0.025,0.026,1,0,0,0,0,0,0
20235,Oaxaca,San Luis Amatlán,0.088,0.08,0.07,0.064,0.044,0.026,0.028,0,0,0,0,0,0,0
20236,Oaxaca,San Marcial Ozolotepec,0.02,0.013,0.02,0.013,0.02,0.006,0.013,0,0,0,0,0,0,0
20237,Oaxaca,San Marcos Arteaga,0.124,0.053,0.038,0.034,0.023,0.026,0.034,0,0,0,0,0,0,0
20238,Oaxaca,Heroico San Martín de los Cansecos,0.343,0.202,0.258,0.185,0.152,0.112,0.101,1,0,1,0,0,0,0
20239,Oaxaca,San Martín Huamelúlpam,0.262,0.246,0.262,0.2,0.138,0.138,0.069,0,0,0,0,0,0,0
20240,Oaxaca,San Martín Itunyoso,0.137,0.111,0.128,0.017,0.03,0.017,0.047,0,0,0,0,0,0,0
20241,Oaxaca,San Martín Lachilá,0.175,0.155,0.146,0.126,0.107,0.068,0.048,0,0,0,0,0,0,0
20242,Oaxaca,San Martín Peras,0.078,0.053,0.05,0.043,0.046,0.035,0.032,0,0,0,0,0,0,0
20243,Oaxaca,San Martín Tilcajete,0.207,0.194,0.194,0.168,0.152,0.109,0.093,1,1,1,1,1,0,0
20244,Oaxaca,San Martín Toxpalan,0.207,0.177,0.176,0.156,0.139,0.121,0.082,1,0,0,0,0,0,0
20245,Oaxaca,San Martín Zacatepec,0.107,0.054,0.094,0.04,0.08,0.02,0.034,0,0,0,0,0,0,0
20246,Oaxaca,San Mateo Cajonos,0.018,0.018,0.018,0.018,0,0.018,0,0,0,0,0,0,0,0
20247,Oaxaca,Capulálpam de Méndez,0.57,0.499,0.504,0.418,0.423,0.286,0.174,1,1,1,1,1,1,1
20248,Oaxaca,San Mateo del Mar,0.186,0.133,0.159,0.105,0.1,0.064,0.054,1,1,1,1,1,1,1
20249,Oaxaca,San Mateo Yoloxochitlán,0.183,0.13,0.154,0.096,0.14,0.078,0.045,1,0,0,0,0,0,0
20250,Oaxaca,San Mateo Etlatongo,0.269,0.215,0.242,0.204,0.208,0.112,0.123,0,1,1,0,0,0,0
20251,Oaxaca,San Mateo Nejápam,0.034,0,0.034,0.069,0.034,0,0,0,0,0,0,0,0,0
20252,Oaxaca,San Mateo Peñasco,0.223,0.18,0.216,0.146,0.161,0.103,0.059,0,0,0,0,0,0,0
20253,Oaxaca,San Mateo Piñas,0.06,0.034,0.047,0.026,0.017,0.013,0,0,0,0,0,0,0,0
20254,Oaxaca,San Mateo Río Hondo,0.142,0.096,0.075,0.079,0.06,0.046,0.037,1,0,0,0,0,0,0
20255,Oaxaca,San Mateo Sindihui,0.069,0.049,0.064,0.049,0.059,0.054,0.01,0,0,0,0,0,0,0
20256,Oaxaca,San Mateo Tlapiltepec,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,Oaxaca,San Melchor Betaza,0.021,0.013,0.013,0.008,0.008,0.008,0,0,0,0,0,0,0,0
20258,Oaxaca,San Miguel Achiutla,0.171,0.086,0.095,0.057,0.067,0.038,0.048,0,0,0,0,0,0,0
20259,Oaxaca,San Miguel Ahuehuetitlán,0.105,0.037,0.074,0.043,0.025,0.025,0.018,0,0,0,0,0,0,0
20260,Oaxaca,San Miguel Aloápam,0.032,0.019,0.057,0.032,0.051,0.013,0.013,0,0,0,0,0,0,0
20261,Oaxaca,San Miguel Amatitlán,0.051,0.042,0.051,0.044,0.035,0.026,0.025,0,0,0,0,0,0,0
20262,Oaxaca,San Miguel Amatlán,0.07,0.061,0.088,0.026,0.061,0.026,0.061,0,0,0,0,0,0,0
20263,Oaxaca,San Miguel Coatlán,0.125,0.075,0.067,0.046,0.041,0.02,0.023,0,0,0,0,0,0,0
20264,Oaxaca,San Miguel Chicahua,0.111,0.079,0.09,0.069,0.069,0.042,0.026,0,0,0,0,0,0,0
20265,Oaxaca,San Miguel Chimalapa,0.22,0.163,0.188,0.138,0.139,0.079,0.06,1,1,1,0,0,0,0
20266,Oaxaca,San Miguel del Puerto,0.318,0.258,0.259,0.208,0.187,0.154,0.147,1,1,1,1,1,1,1
20267,Oaxaca,San Miguel del Río,0.053,0.105,0.053,0.079,0.026,0,0,0,0,0,0,0,0,0
20268,Oaxaca,San Miguel Ejutla,0.228,0.193,0.149,0.114,0.127,0.088,0.101,0,0,0,0,0,0,0
20269,Oaxaca,San Miguel el Grande,0.383,0.319,0.35,0.2,0.245,0.127,0.14,1,1,1,1,1,0,0
20270,Oaxaca,San Miguel Huautla,0.19,0.167,0.19,0.143,0.143,0.119,0.048,0,0,0,0,0,0,0
20271,Oaxaca,San Miguel Mixtepec,0.093,0.066,0.08,0.026,0.049,0.009,0.026,0,0,0,0,0,0,0
20272,Oaxaca,San Miguel Panixtlahuaca,0.131,0.116,0.118,0.082,0.086,0.034,0.025,0,0,0,0,0,0,0
20273,Oaxaca,San Miguel Peras,0.09,0.08,0.08,0.07,0.045,0.05,0.025,0,0,0,0,0,0,0
20274,Oaxaca,San Miguel Piedras,0.143,0.041,0.122,0.061,0.061,0.061,0,0,0,0,0,0,0,0
20275,Oaxaca,San Miguel Quetzaltepec,0.146,0.106,0.125,0.047,0.062,0.023,0.025,1,0,0,0,0,0,0
20276,Oaxaca,San Miguel Santa Flor,0.027,0.027,0.027,0.014,0,0.014,0.014,0,0,0,0,0,0,0
20277,Oaxaca,Villa Sola de Vega,0.189,0.134,0.133,0.099,0.099,0.049,0.034,1,1,1,0,1,0,0
20278,Oaxaca,San Miguel Soyaltepec,0.272,0.215,0.264,0.186,0.208,0.164,0.085,1,1,1,1,1,1,1
20279,Oaxaca,San Miguel Suchixtepec,0.102,0.095,0.089,0.071,0.056,0.05,0.006,1,0,0,0,0,0,0
20280,Oaxaca,Villa Talea de Castro,0.15,0.114,0.128,0.118,0.098,0.098,0.039,0,0,0,0,0,0,0
20281,Oaxaca,San Miguel Tecomatlán,0.231,0.192,0.154,0.173,0.173,0.115,0.096,0,0,0,0,0,0,0
20282,Oaxaca,San Miguel Tenango,0.392,0.392,0.392,0.372,0.333,0.294,0.098,0,0,0,0,0,0,0
20283,Oaxaca,San Miguel Tequixtepec,0.206,0.168,0.153,0.134,0.163,0.115,0.168,0,0,0,0,0,0,0
20284,Oaxaca,San Miguel Tilquiápam,0.056,0.012,0.02,0.008,0.004,0.004,0.012,0,0,0,0,0,0,0
20285,Oaxaca,San Miguel Tlacamama,0.228,0.173,0.181,0.146,0.124,0.104,0.089,1,1,1,1,1,1,1
20286,Oaxaca,San Miguel Tlacotepec,0.165,0.13,0.148,0.105,0.109,0.084,0.048,1,0,1,0,0,0,0
20287,Oaxaca,San Miguel Tulancingo,0.105,0.105,0.105,0.105,0.105,0.105,0.088,0,0,0,0,0,0,0
20288,Oaxaca,San Miguel Yotao,0.014,0.009,0.018,0.004,0.004,0,0,0,0,0,0,0,0,0
20289,Oaxaca,San Nicolás,0.101,0.028,0.034,0.011,0.017,0.011,0.006,0,0,0,0,0,0,0
20290,Oaxaca,San Nicolás Hidalgo,0.131,0.095,0.119,0.048,0.107,0.036,0.048,0,0,0,0,0,0,0
20291,Oaxaca,San Pablo Coatlán,0.145,0.089,0.126,0.089,0.077,0.071,0.043,0,0,0,0,0,0,0
20292,Oaxaca,San Pablo Cuatro Venados,0.14,0.07,0.105,0.018,0.035,0.018,0.018,0,0,0,0,0,0,0
20293,Oaxaca,San Pablo Etla,0.639,0.579,0.584,0.511,0.478,0.438,0.317,1,1,1,1,1,1,1
20294,Oaxaca,San Pablo Huitzo,0.494,0.386,0.414,0.319,0.329,0.233,0.199,1,1,1,1,1,1,1
20295,Oaxaca,San Pablo Huixtepec,0.351,0.285,0.317,0.259,0.24,0.196,0.133,1,1,1,1,1,1,1
20296,Oaxaca,San Pablo Macuiltianguis,0.098,0.098,0.108,0.069,0.059,0.088,0.059,0,0,0,0,0,0,0
20297,Oaxaca,San Pablo Tijaltepec,0.147,0.096,0.147,0.081,0.088,0.066,0.081,0,0,0,0,0,0,0
20298,Oaxaca,San Pablo Villa de Mitla,0.162,0.115,0.115,0.096,0.088,0.065,0.056,1,1,1,1,1,1,1
20299,Oaxaca,San Pablo Yaganiza,0.078,0.054,0.078,0.054,0.048,0.036,0.012,0,0,0,0,0,0,0
20300,Oaxaca,San Pedro Amuzgos,0.25,0.213,0.221,0.134,0.101,0.051,0.043,1,1,1,1,0,0,0
20301,Oaxaca,San Pedro Apóstol,0.26,0.173,0.213,0.157,0.133,0.093,0.07,1,0,1,0,0,0,0
20302,Oaxaca,San Pedro Atoyac,0.091,0.077,0.079,0.05,0.033,0.015,0.012,0,0,0,0,0,0,0
20303,Oaxaca,San Pedro Cajonos,0.092,0.092,0.085,0.046,0.069,0.038,0.038,0,0,0,0,0,0,0
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,0.092,0.058,0.092,0.046,0.058,0.034,0,0,0,0,0,0,0,0
20305,Oaxaca,San Pedro Comitancillo,0.618,0.569,0.571,0.537,0.517,0.508,0.345,1,1,1,1,1,1,1
20306,Oaxaca,San Pedro el Alto,0.076,0.051,0.071,0.04,0.04,0.023,0.01,0,0,0,0,0,0,0
20307,Oaxaca,San Pedro Huamelula,0.408,0.32,0.41,0.31,0.34,0.222,0.177,1,1,1,1,1,1,1
20308,Oaxaca,San Pedro Huilotepec,0.563,0.487,0.536,0.437,0.43,0.365,0.293,1,1,1,1,1,1,1
20309,Oaxaca,San Pedro Ixcatlán,0.282,0.184,0.218,0.147,0.147,0.127,0.068,1,1,1,1,1,0,0
20310,Oaxaca,San Pedro Ixtlahuaca,0.33,0.245,0.244,0.203,0.182,0.148,0.153,1,1,1,1,1,1,1
20311,Oaxaca,San Pedro Jaltepetongo,0.044,0.044,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0
20312,Oaxaca,San Pedro Jicayán,0.215,0.172,0.184,0.121,0.126,0.083,0.073,1,0,0,0,0,0,0
20313,Oaxaca,San Pedro Jocotipac,0.235,0.176,0.294,0.137,0.157,0.098,0.039,0,0,0,0,0,0,0
20314,Oaxaca,San Pedro Juchatengo,0.155,0.143,0.122,0.074,0.122,0.094,0.078,0,0,0,0,0,0,0
20315,Oaxaca,San Pedro Mártir,0.075,0.064,0.075,0.06,0.068,0.056,0.052,0,0,0,0,0,0,0
20316,Oaxaca,San Pedro Mártir Quiechapa,0.073,0.091,0.054,0.091,0.091,0.054,0,0,0,0,0,0,0,0
20317,Oaxaca,San Pedro Mártir Yucuxaco,0.131,0.098,0.098,0.085,0.059,0.052,0.052,0,0,0,0,0,0,0
20318,Oaxaca,San Pedro Mixtepec,0.443,0.342,0.295,0.276,0.246,0.202,0.163,1,1,1,1,1,1,1
20319,Oaxaca,San Pedro Mixtepec,0.096,0.11,0.11,0.055,0.096,0.027,0.068,0,0,0,0,0,0,0
20320,Oaxaca,San Pedro Molinos,0.308,0.264,0.308,0.165,0.198,0.165,0.055,0,0,0,0,0,0,0
20321,Oaxaca,San Pedro Nopala,0.067,0.033,0,0.033,0.033,0,0.067,0,0,0,0,0,0,0
20322,Oaxaca,San Pedro Ocopetatillo,0.066,0.055,0.066,0.044,0.055,0.022,0.022,0,0,0,0,0,0,0
20323,Oaxaca,San Pedro Ocotepec,0.103,0.084,0.075,0.084,0.065,0.037,0.028,0,0,0,0,0,0,0
20324,Oaxaca,San Pedro Pochutla,0.328,0.238,0.214,0.192,0.162,0.125,0.101,1,1,1,1,1,1,1
20325,Oaxaca,San Pedro Quiatoni,0.05,0.034,0.03,0.023,0.017,0.013,0.012,1,0,0,0,0,0,0
20326,Oaxaca,San Pedro Sochiápam,0.132,0.11,0.055,0.037,0.058,0.024,0.012,0,0,0,0,0,0,0
20327,Oaxaca,San Pedro Tapanatepec,0.249,0.175,0.18,0.146,0.155,0.101,0.093,1,1,1,1,1,1,1
20328,Oaxaca,San Pedro Taviche,0.056,0.056,0,0,0,0.167,0,0,0,0,0,0,0,0
20329,Oaxaca,San Pedro Teozacoalco,0.085,0.064,0.096,0.074,0.053,0.074,0.011,0,0,0,0,0,0,0
20330,Oaxaca,San Pedro Teutila,0.088,0.073,0.094,0.043,0.054,0.021,0.011,0,0,0,0,0,0,0
20331,Oaxaca,San Pedro Tidaá,0.149,0.114,0.149,0.088,0.123,0.053,0.026,0,0,0,0,0,0,0
20332,Oaxaca,San Pedro Topiltepec,0.111,0.089,0.089,0.089,0.067,0.067,0.044,0,0,0,0,0,0,0
20333,Oaxaca,San Pedro Totolápam,0.362,0.308,0.323,0.274,0.256,0.204,0.182,1,1,1,1,1,1,1
20334,Oaxaca,Villa de Tututepec,0.219,0.159,0.154,0.141,0.122,0.101,0.07,1,1,1,1,1,1,1
20335,Oaxaca,San Pedro Yaneri,0.256,0.233,0.233,0.233,0.233,0.233,0.023,0,0,0,0,0,0,0
20336,Oaxaca,San Pedro Yólox,0.171,0.11,0.134,0.11,0.085,0.049,0.024,0,0,0,0,0,0,0
20337,Oaxaca,San Pedro y San Pablo Ayutla,0.217,0.15,0.133,0.12,0.108,0.094,0.064,1,1,1,0,0,0,0
20338,Oaxaca,Villa de Etla,0.545,0.493,0.495,0.452,0.439,0.417,0.292,1,1,1,1,1,1,1
20339,Oaxaca,San Pedro y San Pablo Teposcolula,0.367,0.317,0.346,0.288,0.265,0.219,0.13,1,1,1,1,1,1,0
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,0.107,0.077,0.096,0.077,0.073,0.054,0.038,0,0,0,0,0,0,0
20341,Oaxaca,San Pedro Yucunama,0.073,0.049,0.073,0.024,0.049,0.073,0,0,0,0,0,0,0,0
20342,Oaxaca,San Raymundo Jalpan,0.647,0.613,0.586,0.512,0.49,0.456,0.312,1,1,1,1,1,1,1
20343,Oaxaca,San Sebastián Abasolo,0.286,0.179,0.184,0.155,0.141,0.096,0.074,1,1,1,1,0,0,0
20344,Oaxaca,San Sebastián Coatlán,0.126,0.1,0.153,0.11,0.105,0.053,0.032,0,0,0,0,0,0,0
20345,Oaxaca,San Sebastián Ixcapa,0.33,0.271,0.285,0.242,0.137,0.175,0.074,1,1,1,1,1,1,0
20346,Oaxaca,San Sebastián Nicananduta,0.067,0.033,0.092,0.033,0.025,0.008,0.017,0,0,0,0,0,0,0
20347,Oaxaca,San Sebastián Río Hondo,0.096,0.07,0.084,0.053,0.045,0.033,0.027,0,0,0,0,0,0,0
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,0.256,0.199,0.193,0.154,0.144,0.11,0.066,1,1,1,1,1,1,1
20349,Oaxaca,San Sebastián Teitipac,0.331,0.269,0.233,0.199,0.134,0.114,0.11,1,1,1,1,1,1,1
20350,Oaxaca,San Sebastián Tutla,0.731,0.687,0.655,0.607,0.537,0.475,0.339,1,1,1,1,1,1,1
20351,Oaxaca,San Simón Almolongas,0.056,0.016,0.028,0.021,0.012,0.014,0.005,0,0,0,0,0,0,0
20352,Oaxaca,San Simón Zahuatlán,0.036,0.018,0.027,0.004,0.004,0,0.004,0,0,0,0,0,0,0
20353,Oaxaca,Santa Ana,0.087,0.051,0.062,0.039,0.051,0.021,0.008,0,0,0,0,0,0,0
20354,Oaxaca,Santa Ana Ateixtlahuaca,0.107,0.107,0.107,0.036,0.107,0.071,0,0,0,0,0,0,0,0
20355,Oaxaca,Santa Ana Cuauhtémoc,0.071,0.029,0.071,0.043,0.029,0.014,0.014,0,0,0,0,0,0,0
20356,Oaxaca,Santa Ana del Valle,0.125,0.077,0.092,0.054,0.051,0.041,0.038,0,0,0,0,0,0,0
20357,Oaxaca,Santa Ana Tavela,0.179,0.143,0.179,0.161,0.125,0.107,0.018,0,0,0,0,0,0,0
20358,Oaxaca,Santa Ana Tlapacoyan,0.139,0.13,0.112,0.106,0.085,0.07,0.048,0,0,0,0,0,0,0
20359,Oaxaca,Santa Ana Yareni,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0
20360,Oaxaca,Santa Ana Zegache,0.293,0.232,0.218,0.197,0.146,0.105,0.09,1,1,1,1,1,1,1
20361,Oaxaca,Santa Catalina Quierí,0.03,0.01,0.059,0.01,0.04,0,0,0,0,0,0,0,0,0
20362,Oaxaca,Santa Catarina Cuixtla,0.19,0.14,0.132,0.132,0.106,0.07,0.053,1,1,0,1,0,0,0
20363,Oaxaca,Santa Catarina Ixtepeji,0.257,0.175,0.186,0.148,0.104,0.093,0.073,1,0,1,0,0,0,0
20364,Oaxaca,Santa Catarina Juquila,0.136,0.102,0.085,0.069,0.061,0.05,0.035,1,1,0,0,0,0,0
20365,Oaxaca,Santa Catarina Lachatao,0.165,0.129,0.176,0.094,0.106,0.059,0.059,0,0,0,0,0,0,0
20366,Oaxaca,Santa Catarina Loxicha,0.107,0.071,0.059,0.034,0.04,0.02,0.017,1,1,0,0,0,0,0
20367,Oaxaca,Santa Catarina Mechoacán,0.207,0.157,0.156,0.123,0.099,0.073,0.045,1,1,1,1,0,0,0
20368,Oaxaca,Santa Catarina Minas,0.189,0.127,0.156,0.116,0.105,0.085,0.062,1,0,0,0,0,0,0
20369,Oaxaca,Santa Catarina Quiané,0.352,0.3,0.303,0.232,0.226,0.145,0.115,1,1,1,1,1,0,0
20370,Oaxaca,Santa Catarina Tayata,0.173,0.185,0.179,0.148,0.16,0.124,0.031,0,0,0,0,0,0,0
20371,Oaxaca,Santa Catarina Ticuá,0.168,0.16,0.137,0.084,0.092,0.061,0.03,0,0,0,0,0,0,0
20372,Oaxaca,Santa Catarina Yosonotú,0.112,0.056,0.112,0.067,0.079,0.011,0.011,0,0,0,0,0,0,0
20373,Oaxaca,Santa Catarina Zapoquila,0,0.025,0.05,0,0.025,0.025,0,0,0,0,0,0,0,0
20374,Oaxaca,Santa Cruz Acatepec,0.083,0.04,0.07,0.037,0.043,0.023,0.003,0,0,0,0,0,0,0
20375,Oaxaca,Santa Cruz Amilpas,0.558,0.491,0.479,0.432,0.402,0.366,0.26,1,1,1,1,1,1,1
20376,Oaxaca,Santa Cruz de Bravo,0.135,0.108,0.135,0.081,0.108,0.108,0,0,0,0,0,0,0,0
20377,Oaxaca,Santa Cruz Itundujia,0.116,0.098,0.09,0.064,0.069,0.032,0.025,1,1,1,0,1,0,0
20378,Oaxaca,Santa Cruz Mixtepec,0.183,0.144,0.149,0.122,0.119,0.092,0.064,1,1,1,1,0,0,0
20379,Oaxaca,Santa Cruz Nundaco,0.064,0.058,0.061,0.035,0.048,0.022,0.019,0,0,0,0,0,0,0
20380,Oaxaca,Santa Cruz Papalutla,0.184,0.143,0.129,0.11,0.081,0.064,0.072,1,0,1,1,0,0,0
20381,Oaxaca,Santa Cruz Tacache de Mina,0.201,0.161,0.161,0.139,0.127,0.099,0.068,1,1,1,1,0,0,0
20382,Oaxaca,Santa Cruz Tacahua,0.161,0.116,0.161,0.071,0.089,0.062,0.036,0,0,0,0,0,0,0
20383,Oaxaca,Santa Cruz Tayata,0.131,0.049,0.131,0.082,0.066,0.066,0.049,0,0,0,0,0,0,0
20384,Oaxaca,Santa Cruz Xitla,0.099,0.062,0.052,0.036,0.034,0.029,0.02,0,0,0,0,0,0,0
20385,Oaxaca,Santa Cruz Xoxocotlán,0.58,0.523,0.513,0.456,0.416,0.368,0.282,1,1,1,1,1,1,1
20386,Oaxaca,Santa Cruz Zenzontepec,0.154,0.128,0.137,0.092,0.075,0.052,0.04,1,1,1,0,1,0,0
20387,Oaxaca,Santa Gertrudis,0.247,0.198,0.226,0.167,0.15,0.154,0.149,1,1,1,0,0,0,0
20388,Oaxaca,Santa Inés del Monte,0.096,0.064,0.077,0.037,0.068,0.024,0.037,0,0,0,0,0,0,0
20389,Oaxaca,Santa Inés Yatzeche,0.114,0.073,0.146,0.089,0.049,0.057,0.065,0,0,0,0,0,0,0
20390,Oaxaca,Santa Lucía del Camino,0.624,0.559,0.541,0.507,0.463,0.438,0.306,1,1,1,1,1,1,1
20391,Oaxaca,Santa Lucía Miahuatlán,0.161,0.037,0.03,0.025,0.015,0.005,0.017,0,0,0,0,0,0,0
20392,Oaxaca,Santa Lucía Monteverde,0.077,0.058,0.068,0.03,0.032,0.01,0.02,0,0,0,0,0,0,0
20393,Oaxaca,Santa Lucía Ocotlán,0.064,0.032,0.038,0.032,0.017,0.017,0.015,0,0,0,0,0,0,0
20394,Oaxaca,Santa María Alotepec,0.249,0.234,0.315,0.124,0.136,0.105,0.058,1,1,0,0,0,0,0
20395,Oaxaca,Santa María Apazco,0.194,0.116,0.146,0.078,0.146,0.019,0.048,0,0,0,0,0,0,0
20396,Oaxaca,Santa María la Asunción,0.044,0.014,0.018,0.006,0.01,0.004,0.012,0,0,0,0,0,0,0
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,0.349,0.301,0.284,0.238,0.221,0.178,0.133,1,1,1,1,1,1,1
20398,Oaxaca,Ayoquezco de Aldama,0.138,0.093,0.088,0.075,0.054,0.046,0.035,1,0,1,0,0,0,0
20399,Oaxaca,Santa María Atzompa,0.57,0.512,0.502,0.451,0.42,0.396,0.272,1,1,1,1,1,1,1
20400,Oaxaca,Santa María Camotlán,0.157,0.102,0.107,0.071,0.063,0.047,0.066,0,0,0,0,0,0,0
20401,Oaxaca,Santa María Colotepec,0.319,0.242,0.203,0.195,0.153,0.118,0.111,1,1,1,1,1,1,1
20402,Oaxaca,Santa María Cortijo,0.19,0.181,0.171,0.171,0.152,0.133,0.143,0,0,0,0,0,0,0
20403,Oaxaca,Santa María Coyotepec,0.563,0.487,0.455,0.414,0.338,0.269,0.264,1,1,1,1,1,1,1
20404,Oaxaca,Santa María Chachoápam,0.205,0.168,0.186,0.149,0.13,0.099,0.068,0,0,0,0,0,0,0
20405,Oaxaca,Villa de Chilapa de Díaz,0.293,0.208,0.186,0.178,0.156,0.09,0.211,1,1,1,1,0,0,1
20406,Oaxaca,Santa María Chilchotla,0.109,0.068,0.087,0.056,0.06,0.033,0.024,1,1,1,1,1,1,0
20408,Oaxaca,Santa María del Rosario,0.2,0.112,0.075,0.062,0.038,0.05,0.075,0,0,0,0,0,0,0
20409,Oaxaca,Santa María del Tule,0.665,0.597,0.594,0.54,0.506,0.478,0.324,1,1,1,1,1,1,1
20410,Oaxaca,Santa María Ecatepec,0.318,0.29,0.346,0.224,0.262,0.192,0.108,0,0,0,0,0,0,0
20411,Oaxaca,Santa María Guelacé,0.351,0.304,0.324,0.277,0.264,0.25,0.223,1,0,1,0,0,0,0
20412,Oaxaca,Santa María Guienagati,0.13,0.051,0.063,0.042,0.051,0.023,0.016,0,0,0,0,0,0,0
20413,Oaxaca,Santa María Huatulco,0.532,0.463,0.465,0.42,0.389,0.335,0.291,1,1,1,1,1,1,1
