cvegeo,entidad,municipio,aguinaldo,vacaciones,servicio_medico,incap_sueldo,sar_afore,credito_vivienda,utilidades,p_aguinaldo,p_vacaciones,p_servicio_medico,p_incap_sueldo,p_sar_afore,p_credito_vivienda,p_utilidades
01001,Aguascalientes,Aguascalientes,0.79,0.758,0.752,0.718,0.705,0.702,0.554,1,1,1,1,1,1,1
01002,Aguascalientes,Asientos,0.47,0.408,0.437,0.362,0.359,0.322,0.326,1,1,1,1,1,1,1
01003,Aguascalientes,Calvillo,0.442,0.312,0.264,0.236,0.204,0.172,0.164,1,1,1,1,1,1,1
01004,Aguascalientes,Cosío,0.646,0.596,0.613,0.571,0.534,0.489,0.444,1,1,1,1,1,1,1
01005,Aguascalientes,Jesús María,0.741,0.686,0.666,0.625,0.617,0.612,0.495,1,1,1,1,1,1,1
01006,Aguascalientes,Pabellón de Arteaga,0.706,0.64,0.638,0.588,0.563,0.539,0.394,1,1,1,1,1,1,1
01007,Aguascalientes,Rincón de Romos,0.619,0.55,0.557,0.503,0.483,0.471,0.345,1,1,1,1,1,1,1
01008,Aguascalientes,San José de Gracia,0.474,0.395,0.382,0.366,0.305,0.284,0.174,1,1,1,1,1,1,1
01009,Aguascalientes,Tepezalá,0.59,0.504,0.506,0.438,0.396,0.347,0.332,1,1,1,1,1,1,1
01010,Aguascalientes,El Llano,0.526,0.484,0.502,0.427,0.399,0.36,0.319,1,1,1,1,1,1,1
01011,Aguascalientes,San Francisco de los Romo,0.757,0.72,0.732,0.643,0.656,0.655,0.509,1,1,1,1,1,1,1
02001,Baja California,Ensenada,0.697,0.662,0.641,0.629,0.597,0.577,0.542,1,1,1,1,1,1,1
02002,Baja California,Mexicali,0.817,0.789,0.777,0.751,0.722,0.707,0.635,1,1,1,1,1,1,1
02003,Baja California,Tecate,0.734,0.715,0.692,0.67,0.634,0.611,0.61,1,1,1,1,1,1,1
02004,Baja California,Tijuana,0.753,0.751,0.73,0.718,0.698,0.685,0.677,1,1,1,1,1,1,1
02005,Baja California,Playas de Rosarito,0.625,0.605,0.539,0.537,0.508,0.488,0.481,1,1,1,1,1,1,1
02006,Baja California,San Quintín,0.608,0.47,0.544,0.412,0.371,0.288,0.416,1,1,1,1,1,1,1
02007,Baja California,San Felipe,0.499,0.451,0.42,0.383,0.306,0.318,0.244,1,1,1,1,1,1,1
03001,Baja California Sur,Comondú,0.659,0.584,0.596,0.549,0.534,0.524,0.43,1,1,1,1,1,1,1
03002,Baja California Sur,Mulegé,0.685,0.577,0.669,0.571,0.596,0.569,0.427,1,1,1,1,1,1,1
03003,Baja California Sur,La Paz,0.775,0.739,0.735,0.706,0.691,0.678,0.451,1,1,1,1,1,1,1
03008,Baja California Sur,Los Cabos,0.753,0.727,0.747,0.679,0.674,0.652,0.588,1,1,1,1,1,1,1
03009,Baja California Sur,Loreto,0.692,0.652,0.657,0.617,0.601,0.568,0.453,1,1,1,1,1,1,1
04001,Campeche,Calkiní,0.609,0.519,0.515,0.483,0.448,0.403,0.282,1,1,1,1,1,1,1
04002,Campeche,Campeche,0.73,0.659,0.64,0.594,0.58,0.571,0.389,1,1,1,1,1,1,1
04003,Campeche,Carmen,0.674,0.598,0.591,0.503,0.529,0.486,0.436,1,1,1,1,1,1,1
04004,Campeche,Champotón,0.404,0.323,0.321,0.28,0.272,0.231,0.196,1,1,1,1,1,1,1
04005,Campeche,Hecelchakán,0.628,0.517,0.527,0.469,0.469,0.406,0.254,1,1,1,1,1,1,1
04006,Campeche,Hopelchén,0.4,0.303,0.305,0.254,0.248,0.21,0.175,1,1,1,1,1,1,1
04007,Campeche,Palizada,0.537,0.399,0.307,0.257,0.236,0.135,0.169,1,1,1,1,1,1,1
04008,Campeche,Tenabo,0.542,0.418,0.443,0.362,0.39,0.321,0.243,1,1,1,1,1,1,1
04009,Campeche,Escárcega,0.405,0.298,0.302,0.24,0.253,0.219,0.187,1,1,1,1,1,1,1
04010,Campeche,Calakmul,0.281,0.2,0.206,0.161,0.144,0.094,0.071,1,1,1,1,1,1,1
04011,Campeche,Candelaria,0.259,0.162,0.133,0.105,0.104,0.066,0.06,1,1,1,1,1,1,1
04012,Campeche,Seybaplaya,0.481,0.364,0.395,0.321,0.335,0.299,0.197,1,1,1,1,1,1,1
04013,Campeche,Dzitbalché,0.573,0.426,0.407,0.369,0.362,0.308,0.258,1,1,1,1,1,1,1
05001,Coahuila de Zaragoza,Abasolo,0.556,0.35,0.23,0.261,0.128,0.121,0.156,1,1,1,1,0,0,1
05002,Coahuila de Zaragoza,Acuña,0.804,0.794,0.787,0.753,0.751,0.745,0.738,1,1,1,1,1,1,1
05003,Coahuila de Zaragoza,Allende,0.7,0.668,0.684,0.624,0.597,0.572,0.58,1,1,1,1,1,1,1
05004,Coahuila de Zaragoza,Arteaga,0.763,0.73,0.725,0.694,0.669,0.662,0.541,1,1,1,1,1,1,1
05005,Coahuila de Zaragoza,Candela,0.573,0.49,0.362,0.279,0.171,0.144,0.146,1,1,1,1,0,0,0
05006,Coahuila de Zaragoza,Castaños,0.759,0.748,0.762,0.705,0.7,0.696,0.664,1,1,1,1,1,1,1
05007,Coahuila de Zaragoza,Cuatro Ciénegas,0.666,0.628,0.611,0.514,0.483,0.455,0.28,1,1,1,1,1,1,1
05008,Coahuila de Zaragoza,Escobedo,0.551,0.474,0.453,0.384,0.306,0.227,0.344,1,1,1,1,1,1,1
05009,Coahuila de Zaragoza,Francisco I. Madero,0.753,0.682,0.672,0.608,0.606,0.588,0.482,1,1,1,1,1,1,1
05010,Coahuila de Zaragoza,Frontera,0.778,0.755,0.78,0.716,0.725,0.72,0.668,1,1,1,1,1,1,1
05011,Coahuila de Zaragoza,General Cepeda,0.716,0.685,0.685,0.618,0.618,0.589,0.594,1,1,1,1,1,1,1
05012,Coahuila de Zaragoza,Guerrero,0.65,0.557,0.491,0.421,0.368,0.317,0.319,1,1,1,1,1,1,1
05013,Coahuila de Zaragoza,Hidalgo,0.741,0.594,0.518,0.437,0.429,0.308,0.344,1,1,1,1,1,1,1
05014,Coahuila de Zaragoza,Jiménez,0.635,0.596,0.568,0.56,0.535,0.499,0.547,1,1,1,1,1,1,1
05015,Coahuila de Zaragoza,Juárez,0.453,0.35,0.237,0.254,0.128,0.091,0.111,1,1,1,1,0,0,0
05016,Coahuila de Zaragoza,Lamadrid,0.653,0.618,0.431,0.484,0.374,0.356,0.285,1,1,1,1,1,1,1
05017,Coahuila de Zaragoza,Matamoros,0.735,0.677,0.67,0.624,0.616,0.61,0.514,1,1,1,1,1,1,1
05018,Coahuila de Zaragoza,Monclova,0.785,0.767,0.776,0.73,0.73,0.723,0.634,1,1,1,1,1,1,1
05019,Coahuila de Zaragoza,Morelos,0.651,0.571,0.558,0.479,0.414,0.403,0.38,1,1,1,1,1,1,1
05020,Coahuila de Zaragoza,Múzquiz,0.705,0.679,0.709,0.643,0.626,0.613,0.578,1,1,1,1,1,1,1
05021,Coahuila de Zaragoza,Nadadores,0.737,0.692,0.677,0.648,0.629,0.61,0.578,1,1,1,1,1,1,1
05022,Coahuila de Zaragoza,Nava,0.767,0.75,0.773,0.736,0.717,0.67,0.629,1,1,1,1,1,1,1
05023,Coahuila de Zaragoza,Ocampo,0.647,0.583,0.643,0.528,0.471,0.408,0.442,1,1,1,1,1,1,1
05024,Coahuila de Zaragoza,Parras,0.677,0.632,0.642,0.582,0.549,0.56,0.464,1,1,1,1,1,1,1
05025,Coahuila de Zaragoza,Piedras Negras,0.791,0.779,0.794,0.77,0.746,0.734,0.693,1,1,1,1,1,1,1
05026,Coahuila de Zaragoza,Progreso,0.621,0.494,0.548,0.449,0.428,0.356,0.377,1,1,1,1,1,1,1
05027,Coahuila de Zaragoza,Ramos Arizpe,0.869,0.861,0.861,0.833,0.828,0.831,0.755,1,1,1,1,1,1,1
05028,Coahuila de Zaragoza,Sabinas,0.802,0.783,0.786,0.745,0.731,0.706,0.705,1,1,1,1,1,1,1
05029,Coahuila de Zaragoza,Sacramento,0.684,0.622,0.569,0.507,0.49,0.493,0.432,1,1,1,1,1,1,1
05030,Coahuila de Zaragoza,Saltillo,0.878,0.863,0.86,0.835,0.829,0.82,0.702,1,1,1,1,1,1,1
05031,Coahuila de Zaragoza,San Buenaventura,0.743,0.723,0.725,0.683,0.679,0.67,0.567,1,1,1,1,1,1,1
05032,Coahuila de Zaragoza,San Juan de Sabinas,0.79,0.758,0.77,0.735,0.709,0.693,0.604,1,1,1,1,1,1,1
05033,Coahuila de Zaragoza,San Pedro,0.683,0.619,0.625,0.577,0.573,0.563,0.494,1,1,1,1,1,1,1
05034,Coahuila de Zaragoza,Sierra Mojada,0.335,0.295,0.335,0.214,0.245,0.204,0.159,1,1,1,1,1,1,1
05035,Coahuila de Zaragoza,Torreón,0.839,0.795,0.77,0.746,0.738,0.725,0.558,1,1,1,1,1,1,1
05036,Coahuila de Zaragoza,Viesca,0.62,0.573,0.591,0.544,0.542,0.518,0.48,1,1,1,1,1,1,1
05037,Coahuila de Zaragoza,Villa Unión,0.663,0.596,0.578,0.55,0.48,0.437,0.475,1,1,1,1,1,1,1
05038,Coahuila de Zaragoza,Zaragoza,0.6,0.55,0.557,0.498,0.452,0.41,0.384,1,1,1,1,1,1,1
06001,Colima,Armería,0.418,0.316,0.332,0.292,0.283,0.261,0.231,1,1,1,1,1,1,1
06002,Colima,Colima,0.715,0.656,0.642,0.594,0.589,0.534,0.393,1,1,1,1,1,1,1
06003,Colima,Comala,0.471,0.355,0.344,0.334,0.287,0.249,0.176,1,1,1,1,1,1,1
06004,Colima,Coquimatlán,0.524,0.454,0.466,0.414,0.403,0.377,0.312,1,1,1,1,1,1,1
06005,Colima,Cuauhtémoc,0.536,0.462,0.488,0.431,0.43,0.389,0.285,1,1,1,1,1,1,1
06006,Colima,Ixtlahuacán,0.423,0.321,0.261,0.262,0.211,0.109,0.127,1,1,1,1,1,1,1
06007,Colima,Manzanillo,0.725,0.691,0.706,0.656,0.653,0.639,0.497,1,1,1,1,1,1,1
06008,Colima,Minatitlán,0.719,0.658,0.677,0.5,0.538,0.415,0.367,1,1,1,1,1,1,1
06009,Colima,Tecomán,0.528,0.419,0.416,0.386,0.384,0.375,0.34,1,1,1,1,1,1,1
06010,Colima,Villa de Álvarez,0.761,0.71,0.695,0.673,0.647,0.619,0.44,1,1,1,1,1,1,1
07001,Chiapas,Acacoyagua,0.196,0.127,0.106,0.086,0.082,0.051,0.063,1,1,1,1,1,1,1
07002,Chiapas,Acala,0.262,0.177,0.184,0.15,0.153,0.119,0.131,1,1,1,1,1,1,1
07003,Chiapas,Acapetahua,0.275,0.168,0.171,0.131,0.123,0.074,0.104,1,1,1,1,1,1,1
07004,Chiapas,Altamirano,0.35,0.226,0.191,0.198,0.178,0.106,0.119,1,1,1,1,1,1,1
07005,Chiapas,Amatán,0.087,0.063,0.042,0.036,0.027,0.02,0.027,1,0,0,0,0,0,0
07006,Chiapas,Amatenango de la Frontera,0.136,0.091,0.093,0.077,0.069,0.037,0.023,1,1,1,0,0,0,0
07007,Chiapas,Amatenango del Valle,0.062,0.04,0.035,0.026,0.029,0.008,0.014,1,0,0,0,0,0,0
07008,Chiapas,Ángel Albino Corzo,0.165,0.115,0.096,0.086,0.077,0.052,0.049,1,1,1,1,1,1,1
07009,Chiapas,Arriaga,0.359,0.248,0.254,0.196,0.21,0.207,0.175,1,1,1,1,1,1,1
07010,Chiapas,Bejucal de Ocampo,0.194,0.085,0.083,0.085,0.05,0.035,0.04,0,0,0,0,0,0,0
07011,Chiapas,Bella Vista,0.134,0.106,0.094,0.085,0.066,0.06,0.047,1,0,0,0,0,0,0
07012,Chiapas,Berriozábal,0.483,0.362,0.34,0.305,0.295,0.28,0.238,1,1,1,1,1,1,1
07013,Chiapas,Bochil,0.276,0.184,0.174,0.142,0.131,0.116,0.096,1,1,1,1,1,1,1
07014,Chiapas,El Bosque,0.105,0.075,0.066,0.036,0.049,0.026,0.024,0,0,0,0,0,0,0
07015,Chiapas,Cacahoatán,0.346,0.272,0.257,0.22,0.214,0.189,0.172,1,1,1,1,1,1,1
07016,Chiapas,Catazajá,0.37,0.22,0.207,0.151,0.178,0.102,0.105,1,1,1,1,1,1,1
07017,Chiapas,Cintalapa de Figueroa,0.363,0.247,0.238,0.211,0.177,0.155,0.138,1,1,1,1,1,1,1
07018,Chiapas,Coapilla,0.218,0.152,0.164,0.132,0.108,0.07,0.093,1,1,1,0,0,0,0
07019,Chiapas,Comitán de Domínguez,0.434,0.31,0.263,0.243,0.215,0.203,0.146,1,1,1,1,1,1,1
07020,Chiapas,La Concordia,0.136,0.081,0.081,0.066,0.053,0.037,0.044,1,1,1,1,1,1,1
07021,Chiapas,Copainalá,0.214,0.156,0.134,0.113,0.086,0.078,0.062,1,1,1,1,1,1,1
07022,Chiapas,Chalchihuitán,0.099,0.048,0.05,0.048,0.03,0.02,0.02,1,0,0,0,0,0,0
07023,Chiapas,Chamula,0.03,0.012,0.014,0.007,0.006,0.004,0.01,1,1,0,1,1,0,0
07024,Chiapas,Chanal,0.109,0.075,0.052,0.038,0.036,0.018,0.025,1,1,0,0,0,0,0
07025,Chiapas,Chapultenango,0.232,0.137,0.137,0.117,0.072,0.065,0.06,0,0,0,0,0,0,0
07026,Chiapas,Chenalhó,0.08,0.034,0.034,0.019,0.03,0.009,0.016,1,1,1,0,1,0,0
07027,Chiapas,Chiapa de Corzo,0.53,0.431,0.402,0.342,0.322,0.296,0.269,1,1,1,1,1,1,1
07028,Chiapas,Chiapilla,0.121,0.062,0.097,0.054,0.078,0.04,0.051,1,0,1,0,1,0,0
07029,Chiapas,Chicoasén,0.596,0.444,0.552,0.406,0.424,0.328,0.357,1,1,1,1,1,1,1
07030,Chiapas,Chicomuselo,0.163,0.116,0.103,0.098,0.082,0.069,0.057,1,1,1,1,0,0,0
07031,Chiapas,Chilón,0.212,0.143,0.139,0.098,0.118,0.058,0.053,1,1,1,1,1,1,1
07032,Chiapas,Escuintla,0.26,0.176,0.177,0.129,0.129,0.098,0.088,1,1,1,1,1,1,1
07033,Chiapas,Francisco León,0.087,0.036,0.039,0.031,0.028,0.012,0.019,0,0,0,0,0,0,0
07034,Chiapas,Frontera Comalapa,0.205,0.15,0.135,0.117,0.066,0.062,0.059,1,1,1,1,1,1,1
07035,Chiapas,Frontera Hidalgo,0.414,0.271,0.277,0.22,0.204,0.159,0.178,1,1,1,1,1,1,1
07036,Chiapas,La Grandeza,0.315,0.221,0.198,0.178,0.151,0.155,0.106,1,0,0,0,0,0,0
07037,Chiapas,Huehuetán,0.373,0.293,0.284,0.281,0.25,0.22,0.105,1,1,1,1,1,1,1
07038,Chiapas,Huixtán,0.123,0.099,0.102,0.07,0.088,0.054,0.04,1,1,1,0,1,0,0
07039,Chiapas,Huitiupán,0.203,0.113,0.106,0.092,0.082,0.049,0.066,0,0,0,0,0,0,0
07040,Chiapas,Huixtla,0.38,0.29,0.298,0.237,0.248,0.203,0.199,1,1,1,1,1,1,1
07041,Chiapas,La Independencia,0.124,0.072,0.052,0.036,0.034,0.022,0.022,1,1,1,0,0,0,0
07042,Chiapas,Ixhuatán,0.234,0.088,0.08,0.055,0.064,0.034,0.03,1,1,1,0,0,0,0
07043,Chiapas,Ixtacomitán,0.431,0.169,0.183,0.152,0.125,0.109,0.077,1,1,1,1,1,1,0
07044,Chiapas,Ixtapa,0.302,0.18,0.203,0.133,0.15,0.096,0.074,1,1,1,1,1,1,1
07045,Chiapas,Ixtapangajoya,0.307,0.065,0.062,0.045,0.046,0.034,0.035,1,1,1,0,0,0,0
07046,Chiapas,Jiquipilas,0.335,0.253,0.252,0.202,0.174,0.121,0.157,1,1,1,1,1,1,1
07047,Chiapas,Jitotol,0.267,0.174,0.157,0.147,0.112,0.09,0.066,0,0,0,0,0,0,0
07048,Chiapas,Juárez,0.508,0.156,0.12,0.099,0.079,0.05,0.061,1,1,1,1,1,1,1
07049,Chiapas,Larráinzar,0.085,0.034,0.035,0.022,0.021,0.012,0.01,0,1,1,0,0,0,0
07050,Chiapas,La Libertad,0.426,0.224,0.188,0.144,0.132,0.102,0.101,1,1,1,1,1,1,1
07051,Chiapas,Mapastepec,0.272,0.163,0.164,0.13,0.12,0.092,0.11,1,1,1,1,1,1,1
07052,Chiapas,Las Margaritas,0.237,0.159,0.12,0.119,0.089,0.057,0.05,1,1,1,1,1,1,1
07053,Chiapas,Mazapa de Madero,0.238,0.107,0.116,0.099,0.077,0.086,0.029,0,0,0,0,0,0,0
07054,Chiapas,Mazatán,0.453,0.267,0.236,0.203,0.189,0.138,0.184,1,1,1,1,1,1,1
07055,Chiapas,Metapa,0.509,0.364,0.349,0.302,0.309,0.283,0.147,1,1,1,1,1,1,0
07056,Chiapas,Mitontic,0.046,0.022,0.029,0.017,0.02,0.012,0.011,0,0,0,0,0,0,0
07057,Chiapas,Motozintla,0.235,0.153,0.14,0.111,0.11,0.068,0.067,1,1,1,1,1,1,1
07058,Chiapas,Nicolás Ruíz,0.226,0.097,0.149,0.097,0.154,0.067,0.031,0,0,0,0,0,0,0
07059,Chiapas,Ocosingo,0.321,0.228,0.189,0.169,0.161,0.113,0.052,1,1,1,1,1,1,1
07060,Chiapas,Ocotepec,0.095,0.059,0.059,0.045,0.024,0.023,0.021,1,0,0,0,0,0,0
07061,Chiapas,Ocozocoautla de Espinosa,0.407,0.293,0.295,0.247,0.242,0.214,0.223,1,1,1,1,1,1,1
07062,Chiapas,Ostuacán,0.351,0.17,0.175,0.129,0.13,0.088,0.101,1,1,1,1,1,1,1
07063,Chiapas,Osumacinta,0.565,0.457,0.498,0.407,0.357,0.3,0.408,1,1,1,1,1,1,1
07064,Chiapas,Oxchuc,0.204,0.152,0.179,0.108,0.079,0.033,0.085,1,1,1,1,0,0,0
07065,Chiapas,Palenque,0.426,0.314,0.292,0.24,0.253,0.19,0.169,1,1,1,1,1,1,1
07066,Chiapas,Pantelhó,0.06,0.043,0.037,0.026,0.028,0.02,0.02,0,0,0,0,0,0,0
07067,Chiapas,Pantepec,0.093,0.047,0.049,0.034,0.039,0.024,0.018,0,0,0,0,0,0,0
07068,Chiapas,Pichucalco,0.55,0.266,0.246,0.209,0.186,0.162,0.181,1,1,1,1,1,1,1
07069,Chiapas,Pijijiapan,0.336,0.182,0.154,0.146,0.121,0.088,0.082,1,1,1,1,1,1,1
07070,Chiapas,El Porvenir,0.136,0.101,0.091,0.046,0.08,0.03,0.016,0,0,0,0,0,0,0
07071,Chiapas,Villa Comaltitlán,0.22,0.138,0.142,0.117,0.121,0.082,0.087,1,1,1,1,1,1,1
07072,Chiapas,Pueblo Nuevo Solistahuacán,0.151,0.081,0.075,0.058,0.069,0.035,0.032,1,1,0,0,1,0,0
07073,Chiapas,Rayón,0.216,0.115,0.101,0.089,0.072,0.056,0.045,1,1,1,0,1,1,0
07074,Chiapas,Reforma,0.578,0.38,0.389,0.317,0.325,0.243,0.29,1,1,1,1,1,1,1
07075,Chiapas,Las Rosas,0.155,0.104,0.1,0.084,0.066,0.049,0.032,1,1,1,1,1,1,1
07076,Chiapas,Sabanilla,0.289,0.164,0.154,0.092,0.152,0.061,0.062,1,1,0,0,1,0,0
07077,Chiapas,Salto de Agua,0.318,0.198,0.21,0.121,0.145,0.088,0.111,1,1,1,1,1,1,1
07078,Chiapas,San Cristóbal de las Casas,0.44,0.32,0.273,0.245,0.211,0.19,0.133,1,1,1,1,1,1,1
07079,Chiapas,San Fernando,0.29,0.205,0.185,0.144,0.136,0.109,0.123,1,1,1,1,1,1,1
07080,Chiapas,Siltepec,0.193,0.147,0.116,0.092,0.094,0.05,0.067,1,1,1,1,1,0,0
07081,Chiapas,Simojovel,0.271,0.152,0.11,0.092,0.077,0.073,0.057,1,1,1,0,0,0,0
07082,Chiapas,Sitalá,0.349,0.217,0.111,0.051,0.106,0.017,0.051,1,1,0,0,0,0,0
07083,Chiapas,Socoltenango,0.156,0.105,0.093,0.073,0.076,0.049,0.067,1,1,1,0,1,0,0
07084,Chiapas,Solosuchiapa,0.212,0.083,0.072,0.055,0.051,0.029,0.03,1,1,1,0,0,0,0
07085,Chiapas,Soyaló,0.206,0.137,0.143,0.102,0.105,0.076,0.045,1,1,1,1,1,1,0
07086,Chiapas,Suchiapa,0.421,0.322,0.301,0.25,0.212,0.184,0.157,1,1,1,1,1,1,1
07087,Chiapas,Suchiate,0.517,0.2,0.193,0.167,0.154,0.125,0.139,1,1,1,1,1,1,1
07088,Chiapas,Sunuapa,0.364,0.08,0.059,0.07,0.036,0.023,0.036,1,0,0,0,0,0,0
07089,Chiapas,Tapachula,0.513,0.444,0.448,0.387,0.392,0.376,0.311,1,1,1,1,1,1,1
07090,Chiapas,Tapalapa,0.156,0.097,0.11,0.076,0.086,0.036,0.022,0,0,0,0,0,0,0
07091,Chiapas,Tapilula,0.304,0.152,0.151,0.123,0.102,0.093,0.079,1,1,1,1,1,1,1
07092,Chiapas,Tecpatán,0.194,0.1,0.086,0.072,0.049,0.039,0.033,1,1,1,1,1,0,0
07093,Chiapas,Tenejapa,0.068,0.038,0.035,0.025,0.024,0.019,0.014,1,0,0,0,0,0,0
07094,Chiapas,Teopisca,0.176,0.106,0.089,0.077,0.073,0.048,0.046,1,1,1,1,1,1,1
07096,Chiapas,Tila,0.463,0.278,0.302,0.225,0.273,0.154,0.094,1,1,1,1,1,0,1
07097,Chiapas,Tonalá,0.366,0.245,0.232,0.192,0.173,0.162,0.123,1,1,1,1,1,1,1
07098,Chiapas,Totolapa,0.2,0.098,0.144,0.07,0.145,0.064,0.069,1,0,1,0,1,0,0
07099,Chiapas,La Trinitaria,0.165,0.109,0.108,0.092,0.075,0.06,0.057,1,1,1,1,1,1,1
07100,Chiapas,Tumbalá,0.267,0.182,0.21,0.104,0.161,0.067,0.096,1,1,1,1,1,0,0
07101,Chiapas,Tuxtla Gutiérrez,0.664,0.58,0.539,0.492,0.449,0.416,0.298,1,1,1,1,1,1,1
07102,Chiapas,Tuxtla Chico,0.46,0.389,0.382,0.31,0.304,0.261,0.248,1,1,1,1,1,1,1
07103,Chiapas,Tuzantán,0.281,0.198,0.182,0.157,0.14,0.104,0.126,1,1,1,1,1,1,1
07104,Chiapas,Tzimol,0.198,0.104,0.084,0.087,0.06,0.044,0.042,1,1,1,1,1,1,1
07105,Chiapas,Unión Juárez,0.306,0.246,0.234,0.213,0.191,0.157,0.125,1,1,1,1,1,1,1
07106,Chiapas,Venustiano Carranza,0.344,0.239,0.24,0.194,0.198,0.131,0.149,1,1,1,1,1,1,1
07107,Chiapas,Villa Corzo,0.291,0.18,0.164,0.144,0.13,0.108,0.086,1,1,1,1,1,1,1
07108,Chiapas,Villaflores,0.41,0.29,0.26,0.232,0.22,0.197,0.192,1,1,1,1,1,1,1
07109,Chiapas,Yajalón,0.337,0.216,0.186,0.16,0.143,0.117,0.095,1,1,1,1,1,1,1
07110,Chiapas,San Lucas,0.106,0.054,0.092,0.03,0.116,0.039,0.019,0,0,0,0,0,0,0
07111,Chiapas,Zinacantán,0.049,0.028,0.019,0.015,0.013,0.011,0.01,1,1,1,1,0,0,0
07112,Chiapas,San Juan Cancuc,0.256,0.078,0.09,0.024,0.084,0.016,0.029,0,0,0,0,0,0,0
07113,Chiapas,Aldama,0.023,0.009,0.012,0.008,0.011,0.005,0.002,0,0,0,0,0,0,0
07114,Chiapas,Benemérito de las Américas,0.196,0.111,0.09,0.069,0.085,0.056,0.063,1,1,1,1,1,1,1
07115,Chiapas,Maravilla Tenejapa,0.245,0.14,0.15,0.058,0.132,0.063,0.05,0,0,0,0,0,0,0
07116,Chiapas,Marqués de Comillas,0.156,0.091,0.06,0.072,0.067,0.051,0.034,1,1,0,0,0,0,0
07117,Chiapas,Montecristo de Guerrero,0.136,0.046,0.041,0.052,0.036,0.014,0.013,1,0,0,0,0,0,0
07118,Chiapas,San Andrés Duraznal,0.061,0.02,0.008,0,0.004,0,0,0,0,0,0,0,0,0
07119,Chiapas,Santiago el Pinar,0.076,0.032,0.032,0.006,0.038,0.013,0,0,0,0,0,0,0,0
07120,Chiapas,Capitán Luis Ángel Vidal,0.284,0.184,0.202,0.064,0.119,0.055,0.101,0,0,0,0,0,0,0
07121,Chiapas,Rincón Chamula San Pedro,0.066,0.037,0.044,0.024,0.022,0.013,0.022,0,0,0,0,0,0,0
07122,Chiapas,El Parral,0.278,0.19,0.165,0.13,0.116,0.086,0.073,1,1,1,1,1,1,1
07123,Chiapas,Emiliano Zapata,0.408,0.329,0.331,0.266,0.293,0.204,0.174,1,1,1,1,1,1,1
07124,Chiapas,Mezcalapa,0.226,0.161,0.15,0.127,0.128,0.094,0.084,1,1,1,1,1,1,1
08001,Chihuahua,Ahumada,0.689,0.599,0.571,0.473,0.432,0.398,0.324,1,1,1,1,1,1,1
08002,Chihuahua,Aldama,0.721,0.689,0.671,0.646,0.637,0.614,0.58,1,1,1,1,1,1,1
08003,Chihuahua,Allende,0.589,0.463,0.397,0.344,0.328,0.292,0.241,1,1,1,1,1,1,1
08004,Chihuahua,Aquiles Serdán,0.837,0.803,0.792,0.75,0.743,0.728,0.657,1,1,1,1,1,1,1
08005,Chihuahua,Ascensión,0.354,0.292,0.26,0.224,0.196,0.174,0.182,1,1,1,1,1,1,1
08006,Chihuahua,Bachíniva,0.538,0.326,0.295,0.225,0.223,0.183,0.197,1,1,1,1,1,1,1
08007,Chihuahua,Balleza,0.281,0.17,0.154,0.127,0.098,0.092,0.072,1,1,1,1,1,1,1
08008,Chihuahua,Batopilas de Manuel Gómez Morín,0.132,0.098,0.077,0.056,0.049,0.048,0.02,1,1,1,0,1,1,0
08009,Chihuahua,Bocoyna,0.529,0.409,0.31,0.278,0.236,0.224,0.153,1,1,1,1,1,1,1
08010,Chihuahua,Buenaventura,0.42,0.334,0.314,0.287,0.264,0.252,0.261,1,1,1,1,1,1,1
08011,Chihuahua,Camargo,0.614,0.564,0.559,0.525,0.511,0.506,0.482,1,1,1,1,1,1,1
08012,Chihuahua,Carichí,0.325,0.214,0.158,0.148,0.113,0.097,0.055,1,1,1,1,1,1,1
08013,Chihuahua,Casas Grandes,0.6,0.546,0.537,0.465,0.449,0.424,0.346,1,1,1,1,1,1,1
08014,Chihuahua,Coronado,0.502,0.287,0.203,0.194,0.103,0.074,0.096,1,1,1,1,0,0,0
08016,Chihuahua,La Cruz,0.376,0.296,0.25,0.22,0.191,0.175,0.145,1,1,1,1,1,1,1
08017,Chihuahua,Cuauhtémoc,0.738,0.676,0.656,0.598,0.58,0.552,0.495,1,1,1,1,1,1,1
08018,Chihuahua,Cusihuiriachi,0.424,0.27,0.272,0.171,0.125,0.11,0.101,1,1,1,1,1,1,1
08019,Chihuahua,Chihuahua,0.861,0.843,0.825,0.806,0.78,0.771,0.684,1,1,1,1,1,1,1
08020,Chihuahua,Chínipas,0.333,0.284,0.273,0.205,0.176,0.184,0.135,1,1,1,1,1,1,1
08021,Chihuahua,Delicias,0.78,0.762,0.748,0.721,0.708,0.698,0.642,1,1,1,1,1,1,1
08022,Chihuahua,Dr. Belisario Domínguez,0.36,0.219,0.139,0.121,0.052,0.047,0.038,1,1,1,0,0,0,0
08023,Chihuahua,Galeana,0.422,0.166,0.122,0.1,0.068,0.046,0.069,1,1,1,1,0,0,0
08024,Chihuahua,Santa Isabel,0.553,0.431,0.296,0.279,0.205,0.179,0.202,1,1,1,1,1,1,1
08025,Chihuahua,Gómez Farías,0.674,0.596,0.556,0.519,0.504,0.467,0.458,1,1,1,1,1,1,1
08026,Chihuahua,Gran Morelos,0.475,0.351,0.274,0.228,0.177,0.155,0.115,1,1,1,1,1,1,1
08027,Chihuahua,Guachochi,0.406,0.332,0.286,0.266,0.23,0.221,0.109,1,1,1,1,1,1,1
